iso3c,year,pop_wdi,pop_0_to_14,pop_15_to_64,labor_force_partic_ILO,labor_force_partic_ILO_female,pop_percent_male
DZA,2015,40019529,29.0409389875628,26317773,42.453,15.262,51.1659819884437
DZA,2016,40850721,29.5001353831674,26624034,42.326,15.015,51.1476015319289
DZA,2017,41689299,29.9456114625482,26925929,42.313,14.887,51.131182341752
DZA,2018,42505035,30.3410419495008,27220628,42.266,14.755,51.1111142479944
DZA,2019,43294546,30.6392172353534,27529185,42.182,14.623,51.0890967903693
DZA,2020,44042091,30.8424615897551,27862546,39.552,13.673,51.0655227518603
DZA,2021,44761099,30.9168972817222,28230405,39.852,13.843,51.0452792948627
DZA,2022,45477389,30.8411919729913,28637951,41.398,14.092,51.0294786046429
DZA,2023,46164219,30.6393475431697,29075977,41.144,14.132,51.011876774345
DZA,2024,46814308,30.3290046531181,29534577,40.76,13.988,50.9980495706569
ASM,2012,54489,33.2011965717851,33984,NA,NA,50.8065848152838
ASM,2013,54006,32.6713698477947,33843,NA,NA,50.8100801747922
ASM,2014,53466,32.2335689971197,33609,NA,NA,50.804249429544
ASM,2015,52878,31.839328265063,33323,NA,NA,50.7971329689657
ASM,2016,52245,31.4387160370948,33011,NA,NA,50.7828650179925
ASM,2017,51586,31.0345830264025,32681,NA,NA,50.7502035435971
ASM,2018,50908,30.6402663602345,32331,NA,NA,50.7002691076234
ASM,2019,50209,30.2774402995479,31953,NA,NA,50.6313483369847
ASM,2020,49761,29.67253800629,31828,NA,NA,50.581780912763
ASM,2021,49225,28.8390045708481,31722,NA,NA,50.5596749619096
ASM,2022,48342,28.0659474778399,31340,NA,NA,50.5357660005792
ASM,2023,47521,27.5109951389912,30859,NA,NA,50.5071335381508
ASM,2024,46765,27.0084464877579,30373,NA,NA,50.4693681171817
AND,2012,76834,15.5191712002499,55168,NA,NA,50.9709243303746
AND,2013,75194,15.5445616974871,53918,NA,NA,50.8557977471307
AND,2014,73737,15.4739140458657,52844,NA,NA,50.7214733244731
AND,2015,72174,15.3186418837939,51789,NA,NA,50.5791559287278
AND,2016,72181,15.093895250168,51890,NA,NA,50.5700946232388
AND,2017,73763,14.7541094729707,53144,NA,NA,50.7009029039343
AND,2018,75162,14.2199515712727,54337,NA,NA,50.8275458343312
AND,2019,76474,13.716516178807,55411,NA,NA,50.8859335974788
AND,2020,77380,13.4001033858878,56010,NA,NA,50.8994572240889
AND,2021,78364,13.0405099312818,56705,NA,NA,51.0578837221173
AND,2022,79705,12.6560441628505,57686,NA,NA,51.1799761620977
AND,2023,80856,12.2476996141288,58486,NA,NA,51.1452458691996
AND,2024,81938,11.8852784134249,59134,NA,NA,51.1161013949742
AGO,2012,25177394,45.1630895556546,13120102,77.037,74.633,49.3400985026488
AGO,2013,26165620,45.1839857033772,13631498,76.756,74.401,49.355755734271
AGO,2014,27160769,45.2258854448141,14142509,76.473,74.167,49.3699884060724
AGO,2015,28157798,45.2743037648043,14651746,76.187,73.933,49.3831779962631
AGO,2016,29183070,45.2826022073757,15184647,75.899,73.698,49.3964051966978
AGO,2017,30234839,45.2508263728476,15741446,75.609,73.461,49.409651210964
AGO,2018,31297155,45.1972407715653,16308860,75.316,73.224,49.422356422568
AGO,2019,32375632,45.1127665227853,16893364,75.021,72.985,49.4345732174565
AGO,2020,33451132,45.019550533902,17479836,74.729,72.731,49.4441817561157
AGO,2021,34532429,44.9092503744813,18076361,76.372,74.695,49.4531444631364
AGO,2022,35635029,44.7578771438631,18697266,75.615,73.179,49.4637355132708
AGO,2023,36749906,44.5722650283786,19336436,75.75,73.224,49.4741129405882
AGO,2024,37885849,44.3509627519372,20002446,75.703,73.14,49.4840857334357
ATG,2012,87260,22.6426770570708,60988,NA,NA,47.4203529681412
ATG,2013,88064,22.1150406804104,61855,NA,NA,47.4388235962073
ATG,2014,88765,21.6526784205486,62576,NA,NA,47.455641300062
ATG,2015,89409,21.1583845026787,63239,NA,NA,47.4706125781521
ATG,2016,89969,20.6426658071113,63799,NA,NA,47.4841334237348
ATG,2017,90468,20.2049343414246,64229,NA,NA,47.4968773143798
ATG,2018,90926,19.7902690099641,64632,NA,NA,47.5111629236962
ATG,2019,91364,19.4070936424283,64978,NA,NA,47.5285670504794
ATG,2020,91846,19.1053502602182,65239,NA,NA,47.5442321302194
ATG,2021,92349,18.8437340956589,65455,NA,NA,47.5581496080045
ATG,2022,92840,18.5733520034468,65636,NA,NA,47.5764756570444
ATG,2023,93316,18.2172307923121,65829,NA,NA,47.5893479076247
ATG,2024,93772,17.7996512799731,66030,NA,NA,47.5973638186239
ARB,2012,381030177,34.3440463413337,236064772,47.2520228902745,20.5239118861217,51.8183896657982
ARB,2013,390954281,34.3130687336581,242186728,47.3150887435729,20.6418491617709,51.8884926532385
ARB,2014,400231008,34.3208552972187,247729010,47.3178350545153,20.7338990665618,51.9360707578656
ARB,2015,410190679,34.270022656047,253905494,46.8304968266316,20.6813746462714,52.0035819361221
ARB,2016,419808341,34.1848477624298,259948218,46.7820073140112,20.7153721889353,52.0363966485598
ARB,2017,428315886,34.1136940532848,265154282,45.9759439029843,19.8906268280804,51.9915130873329
ARB,2018,435998060,34.0423377475941,269777484,45.4599060040724,18.8862996645485,51.8914119291731
ARB,2019,444281315,33.8930319898821,275101711,45.2039496119397,18.2925006466799,51.8091547431792
ARB,2020,453723239,33.6966867760748,281455424,44.1240628183748,17.7906678199904,51.7569194916154
ARB,2021,460646603,33.5163398284796,286266742,44.3536171270385,18.0305470504422,51.6751734657969
ARB,2022,471352066,33.1553463665908,294283776,44.7065268922864,17.8864014251392,51.7102864048449
ARB,2023,482105978,32.7301856548789,302530294,45.4601760324433,18.2855692240003,51.7320292832554
ARB,2024,492579811,32.3339185385083,310488106,45.3430166699277,18.0807014993576,51.7498519285129
ARG,2012,42161721,25.3153574386188,27001339,60.362,48.055,49.4628824695538
ARG,2013,42582455,25.1502863661773,27287926,59.962,47.641,49.4931175411771
ARG,2014,43024071,25.0138297580693,27575000,59.444,47.418,49.5204196385688
ARG,2015,43477012,24.887393365487,27860541,59.232,47.498,49.5381375334625
ARG,2016,43900313,24.7475897865741,28132899,59.02,47.582,49.5506820292903
ARG,2017,44288894,24.5791315086803,28395268,58.808,47.666,49.568076818536
ARG,2018,44654882,24.3732916411389,28651937,59.595,49.146,49.5864841832971
ARG,2019,44973465,24.0972913239252,28904522,60.289,50,49.6019452892512
ARG,2020,45191965,23.6990914612707,29152195,56.023,46.486,49.6094482638551
ARG,2021,45312281,23.2387470933239,29381676,60.358,50.26,49.6071142390735
ARG,2022,45407904,22.7507462136988,29612843,61.484,51.868,49.610589821543
ARG,2023,45538401,22.190657287242,29876069,62.286,52.957,49.6218224619222
ARG,2024,45696159,21.6039426858612,30150350,62.209,52.935,49.6337405513667
ARM,2012,3024100,19.4619041223735,2113179,61.555,55.535,45.8979506433987
ARM,2013,3022000,19.6515983819432,2104521,61.657,55.634,45.9339856931591
ARM,2014,3013800,19.8849276387873,2089719,61.77,55.751,45.9700891931419
ARM,2015,3004600,20.1142347563611,2072031,61.886,55.872,46.0034431326825
ARM,2016,2992300,20.3211773361758,2050742,62.016,55.962,46.0338729172891
ARM,2017,2979400,20.4716971584721,2029303,62.013,56.038,46.060550339747
ARM,2018,2969000,20.4515725191837,2014073,61.981,56.015,46.1109326057186
ARM,2019,2962500,20.3005780187581,2004252,63.176,57.831,46.1810926551633
ARM,2020,2961500,20.1691865055515,1998643,62.452,57.865,46.2291569522487
ARM,2021,2962300,20.0488372753343,1995138,63.149,58.289,46.2597405402618
ARM,2022,2969200,19.8625625656376,1995964,62.208,56.853,46.3032585585976
ARM,2023,2964300,19.5453342452061,1993303,62.033,56.786,46.3877232839787
ARM,2024,3033500,19.2370774424519,2034270,61.636,56.416,46.430742743389
ABW,2012,104110,19.7443091088652,72873,NA,NA,47.6351915725755
ABW,2013,105675,19.3954610828072,73878,NA,NA,47.5618436576733
ABW,2014,106807,19.1695083315195,74422,NA,NA,47.4940264866068
ABW,2015,107906,19.0345012933786,74806,NA,NA,47.4343469246717
ABW,2016,108727,18.9447161983873,74904,NA,NA,47.3794010059442
ABW,2017,108735,18.8483928478537,74413,NA,NA,47.3262082663388
ABW,2018,108908,18.7157058027661,74029,NA,NA,47.2686785929044
ABW,2019,109203,18.5363666928163,73736,NA,NA,47.2038552056483
ABW,2020,108587,18.2545705094483,72936,NA,NA,47.1554934823091
ABW,2021,107700,17.9005745737184,72127,NA,NA,47.1680395693486
ABW,2022,107310,17.5446735076358,71635,NA,NA,47.207325898573004
ABW,2023,107359,17.1852490075367,71335,NA,NA,47.230380122106
ABW,2024,107624,16.8448764869454,71138,NA,NA,47.2387244831862
AUS,2012,22733465,18.945711489664,15223747,65.245,58.833,49.7650206251845
AUS,2013,23128129,18.933376162926,15426531,65.025,58.739,49.7431321919081
AUS,2014,23475686,18.9164776713354,15599389,64.787,58.704,49.7037922324501
AUS,2015,23815995,18.9031260311403,15765573,65.076,59.151,49.6596250493047
AUS,2016,24190907,18.8876222294296,15956700,64.952,59.381,49.6262139968641
AUS,2017,24592588,18.8412690393086,16174820,65.248,59.877,49.6177536253127
AUS,2018,24963258,18.7618242578521,16375200,65.715,60.523,49.6246233783398
AUS,2019,25334826,18.661163799115,16567398,66.012,60.959,49.6254559070906
AUS,2020,25649248,18.5597082418825,16698064,65.104,60.205,49.6187760380746
AUS,2021,25685412,18.4234342046625,16651179,65.965,61.273,49.6191828016941
AUS,2022,26014399,18.2355418743903,16828565,66.703,62.314,49.6182547953161
AUS,2023,26652777,18.0302829475224,17213880,66.784,62.374,49.614736613282
AUS,2024,27204809,17.8418482544494,17527551,66.716,62.356,49.6183741336916
AUT,2012,8429991,14.4901306406695,5695316,60.207,54.446,48.762974998814
AUT,2013,8479823,14.3738718336399,5717663,60.362,54.711,48.8138523258997
AUT,2014,8546356,14.3011125354513,5752623,60.172,54.763,48.8832822598703
AUT,2015,8642699,14.3039101457033,5810894,60.224,54.827,49.0169871997323
AUT,2016,8736668,14.3661093998906,5865273,60.696,55.349,49.1318181589294
AUT,2017,8797566,14.4153434951617,5892111,60.665,55.352,49.1669694549595
AUT,2018,8840521,14.4299641791993,5906127,60.919,55.426,49.1808147595964
AUT,2019,8879920,14.422845223827,5917299,60.898,55.514,49.1898434343639
AUT,2020,8916864,14.3931589250796,5924102,60.364,55.224,49.1971948364635
AUT,2021,8955797,14.3606656208757,5926631,60.631,55.35,49.202279990222
AUT,2022,9041851,14.3461537570506,5955333,60.882,55.688,49.2096685618618
AUT,2023,9131761,14.3026357250026,5984348,60.853,55.812,49.2204145062625
AUT,2024,9178482,14.2280024817963,5981212,60.567,55.551,49.2347995732398
AZE,2012,9295784,22.2809383842387,6696748,61.594,59.237,48.2222397607555
AZE,2013,9416801,22.6562640559765,6748009,61.896,59.364,48.3003624949221
AZE,2014,9535079,23.0824332493211,6789151,62.761,60.244,48.3730998351389
AZE,2015,9649341,23.4529342704953,6827112,63.537,61.096,48.4392357105872
AZE,2016,9757812,23.7644384698353,6858684,64.652,62.043,48.5490394214762
AZE,2017,9854033,23.9150145766526,6892389,65.038,62.213,48.6942430407597
AZE,2018,9939771,23.7619094314226,6944840,65.399,62.63,48.8154377807891
AZE,2019,10024283,23.5467769812991,6999514,65.218,62.427,48.8870602024138
AZE,2020,10093121,23.3899641809398,7037597,67.223,64.382,48.9137209491904
AZE,2021,10137750,23.1453170471012,7066823,62.166,59.679,48.9374969893118
AZE,2022,10141756,22.7976026739958,7066358,64.018,61.473,48.9716088033923
AZE,2023,10153958,22.3444393003552,7071725,63.537,60.952,49.0005385625623
AZE,2024,10202850,21.8116344602457,7104510,62.926,60.353,49.0184032876648
BHS,2012,375469,22.3778495989688,255263,72.549,66.679,48.4693850374198
BHS,2013,378953,21.9739651091296,258356,72.404,66.317,48.4044195454318
BHS,2014,382298,21.6146827867266,261283,72.415,66.391,48.3397768233158
BHS,2015,385346,21.2751380900047,264020,72.428,66.407,48.2754504381765
BHS,2016,388055,20.9269034970513,266626,72.417,66.291,48.2094033062324
BHS,2017,390485,20.5708285849649,269102,72.534,66.502,48.140901699169
BHS,2018,392717,20.2132576215728,271443,72.684,66.774,48.0722759646259
BHS,2019,394675,19.8496482544477,273612,72.711,66.721,48.0130436765533
BHS,2020,395863,19.4868167608703,275270,68.402,62.759,47.9650788277763
BHS,2021,396373,19.1382864120412,276548,70.098,64.517,47.9140807120584
BHS,2022,397538,18.7512656006902,278263,72.038,66.321,47.8551789887281
BHS,2023,399440,18.3282616559913,280302,72.178,66.733,47.7940421739381
BHS,2024,401283,17.9127947109646,282148,71.982,66.494,47.7461043702325
BHR,2012,1208964,19.8728030762072,940869,71.586,42.806,62.6981105859313
BHR,2013,1253191,19.7594978694769,974792,71.549,42.952,62.504305191763
BHR,2014,1314562,20.3305333138337,1012792,71.169,43.095,61.8341194106248
BHR,2015,1370322,20.5087796152302,1053811,71.359,43.369,61.8311977512503
BHR,2016,1423726,20.0882901838551,1101597,71.975,43.548,62.5046953594809
BHR,2017,1501116,19.7793852205979,1164995,72.322,43.492,63.0471087959136
BHR,2018,1503091,19.8433119628372,1163156,72.115,43.306,62.8568566897588
BHR,2019,1483756,20.1004529604647,1140935,71.579,42.821,62.4826088683161
BHR,2020,1472204,19.8945840303639,1131043,69.585,41.511,62.3105206270477
BHR,2021,1504365,19.2911533673578,1162042,69.213,41.58,62.0004874267861
BHR,2022,1524693,19.0789580940866,1180449,70.41,42.684,61.9728743793439
BHR,2023,1577059,18.9918807542116,1220172,70.878,43.096,62.0766851525644
BHR,2024,1588670,18.7167655487684,1230105,70.729,42.962,62.0410217989755
BGD,2012,155070101,33.0265015658096,96894688,57.647,34.316,49.5430595641189
BGD,2013,156532141,32.4236999110096,98536133,57.18,33.616,49.4515921813144
BGD,2014,157964929,31.8063072462316,100208410,56.817,33.571,49.360107327115
BGD,2015,159383179,31.1823407663365,101869851,56.454,33.531,49.2699766014831
BGD,2016,160811932,30.5660498794143,103501312,56.09,33.497,49.1826732110898
BGD,2017,162186147,30.0763108025382,104877348,58.328,36.676,49.1557833234672
BGD,2018,163523103,29.7445382083272,105958585,58.936,38.079,49.1863877535006
BGD,2019,164913055,29.4761618478294,106964718,59.511,39.376,49.2151394563638
BGD,2020,166298024,29.2584546885536,107938077,59.852,40.407,49.2362314539588
BGD,2021,167658854,29.0745008042507,108897252,61.184,42.34,49.250211687298
BGD,2022,169384897,28.7700900252928,110260679,61.873,43.687,49.2366178949436
BGD,2023,171466990,28.3608821732976,111999786,61.736,43.712,49.1976391490864
BGD,2024,173562364,27.9889305379593,113705228,61.892,44.153,49.1717524658745
BRB,2012,276938,19.8730760550666,188284,67.569,62.881,47.815756595339
BRB,2013,277665,19.6735274521456,188694,68.292,63.997,47.836061440945
BRB,2014,278348,19.4463405521146,189055,66.34,63.225,47.8552028396108
BRB,2015,278990,19.184200150543,189418,65.433,61.731,47.8748342234489
BRB,2016,279598,18.9089673548583,189813,66.065,62.528,47.8928600807591
BRB,2017,280171,18.6586049234218,190027,66.151,62.501,47.9103833016265
BRB,2018,280711,18.4394598705784,189983,65.706,61.61,47.9273983826725
BRB,2019,281207,18.2400896135416,189714,64.905,61.569,47.9429743925293
BRB,2020,281698,18.0613635879559,189210,63.807,60.484,47.9600421729731
BRB,2021,282147,17.9002752116365,188580,63.913,60.679,47.9739284840881
BRB,2022,282318,17.7254018518125,187955,63.305,59.68,47.9641679388772
BRB,2023,282336,17.4867887906608,187527,63.368,60.124,47.9444631377619
BRB,2024,282467,17.2412755449742,187017,62.989,59.727,47.9429455476215
BLR,2012,9446836,15.269320711927,6706394,63.651,58.139,46.466408336316
BLR,2013,9443211,15.5795955666957,6664685,63.929,58.378,46.4755698481011
BLR,2014,9448515,15.874273537951,6620429,64.122,58.541,46.4965667684468
BLR,2015,9461076,16.1689482974754,6577083,64.253,58.644,46.5271973230723
BLR,2016,9469379,16.4679233905532,6533095,64.367,58.727,46.5604975985526
BLR,2017,9458989,16.7137340186406,6478331,64.462,58.566,46.5814057157336
BLR,2018,9438785,16.8691642464038,6425895,64.393,58.055,46.6013033079744
BLR,2019,9419758,16.9734318649001,6372902,64.231,58.25,46.6191648066541
BLR,2020,9379952,17.0467976281325,6305149,64.006,57.856,46.6134542138205
BLR,2021,9302585,17.0730697578141,6219444,63.999,57.995,46.5969998376456
BLR,2022,9228071,16.959852885083,6139746,64.021,57.862,46.5959776898796
BLR,2023,9178298,16.6752836870096,6081792,63.504,57.385,46.603742123462
BLR,2024,9133712,16.2972291440499,6031557,63.013,56.942,46.6000625393631
BEL,2012,11106932,16.9817145468502,7278246,53.328,47.155,49.128914308309
BEL,2013,11159407,16.988535946602,7286098,53.617,47.805,49.1372345988576
BEL,2014,11209057,16.9983431933238,7290315,53.575,48.125,49.1473506344893
BEL,2015,11274196,16.9932652552348,7310530,53.369,48.045,49.1981434873681
BEL,2016,11331422,16.9825718062522,7326984,53.164,47.81,49.2374456219612
BEL,2017,11375158,16.9724637381153,7330451,53.336,47.974,49.2456080825696
BEL,2018,11427054,16.9466264692847,7341283,53.669,48.77,49.2654572219919
BEL,2019,11488980,16.8907407765187,7362072,53.896,49.097,49.2919440886469
BEL,2020,11538604,16.8003901523617,7381890,53.382,48.66,49.3213493879519
BEL,2021,11586195,16.6827638797465,7399545,54.048,49.367,49.3094885731758
BEL,2022,11680210,16.5296792082338,7440659,54.575,50.029,49.2844589591662
BEL,2023,11787423,16.2907447374445,7492555,54.397,49.831,49.2923567217766
BEL,2024,11876844,15.9961268493057,7535358,54.28,49.797,49.3105960142478
BLZ,2012,334414,33.9833260569235,207470,62.397,45.998,50.176428020358
BLZ,2013,341627,33.2557145658862,214367,62.631,46.501,50.2186601722351
BLZ,2014,348923,32.5414669446654,221324,63.492,47.392,50.2556445280034
BLZ,2015,356333,31.8369334302464,228363,63.872,48.253,50.2908795985777
BLZ,2016,364705,31.1017123428524,236209,64.25,49.101,50.3620734566293
BLZ,2017,373202,30.4189559795446,244024,64.034,48.678,50.4310009887433
BLZ,2018,380226,29.8919196847142,250318,66.942,52.925,50.4346087994803
BLZ,2019,385829,29.4165672053775,255451,69.726,57.097,50.3913661009569
BLZ,2020,390812,28.8946205523635,260358,64.449,51.374,50.3473546036319
BLZ,2021,395346,28.3162997522427,265219,61.821,48.357,50.3109926216716
BLZ,2022,402733,27.6108488750611,272573,61.975,48.772,50.3840013110423
BLZ,2023,411106,26.9925846285199,280235,62.105,49.182,50.4704382811246
BLZ,2024,417072,26.5784164106154,285268,62.034,49.21,50.456995434841
BEN,2012,10397657,43.6547820340679,5540624,72.295,70.202,49.8598867033217
BEN,2013,10708834,43.5668506751926,5716400,72.707,70.81,49.8970662912508
BEN,2014,11030004,43.4826788586241,5897855,73.115,71.412,49.9323889576458
BEN,2015,11360681,43.397891376406,6085290,73.519,72.007,49.9651825449548
BEN,2016,11697842,43.3119392154527,6276666,73.919,72.597,49.9954735237041
BEN,2017,12039780,43.2080154288533,6473084,74.315,73.179,50.022579314358
BEN,2018,12383347,43.0653989157617,6675407,74.707,73.755,50.0475356137561
BEN,2019,12726755,42.8769823886765,6883869,75.095,74.325,50.0700924941197
BEN,2020,13070169,42.6531783942503,7097998,74.791,73.677,50.0875390364118
BEN,2021,13413417,42.3988645100648,7317569,75.987,74.791,50.104127076335
BEN,2022,13759501,42.1206314865863,7542523,75.784,74.264,50.1214288309895
BEN,2023,14111034,41.836266504769704,7771772,75.591,74.183,50.1352700305307
BEN,2024,14462724,41.5524903883943,8002133,75.678,74.321,50.1466044709143
BMU,2012,63646,16.4354397762625,43977,NA,NA,49.6017094285669
BMU,2013,63574,16.129362076966,43765,NA,NA,49.5807968791783
BMU,2014,63529,15.6936202364275,43660,NA,NA,49.6025437201908
BMU,2015,63464,15.3048602740158,43529,NA,NA,49.6320690796212
BMU,2016,63449,15.0610337517829,43331,NA,NA,49.6225314819777
BMU,2017,63578,14.9224973851223,43177,NA,NA,49.5367967410623
BMU,2018,63831,14.7655527878304,43124,NA,NA,49.4164277545393
BMU,2019,64107,14.6185283978349,43047,NA,NA,49.2988285210663
BMU,2020,64382,14.4885216364822,42935,NA,NA,49.192320835016
BMU,2021,64648,14.3330033411706,42812,NA,NA,49.084271748546
BMU,2022,64749,14.1269681923133,42560,NA,NA,49.0092511081252
BMU,2023,64698,13.8783269961977,42190,NA,NA,48.9652081175907
BMU,2024,64636,13.6068629953664,41787,NA,NA,48.9185593167894
BTN,2012,717279,28.2989406500534,476208,64.4,63.073,53.7987954494758
BTN,2013,725273,27.8494442782235,484044,65.3,58.19,53.8058719876902
BTN,2014,733139,27.419201939058,491673,62.61,53.93,53.8149603077175
BTN,2015,740618,26.9546513857346,499266,63.14,54.976,53.8292968449365
BTN,2016,747866,26.4632300438849,506861,62.961,54.893,53.8518932536043
BTN,2017,754335,25.8193811896446,515542,62.782,54.815,53.8352323569767
BTN,2018,759759,25.0023362671584,525229,62.603,54.743,53.7763340432085
BTN,2019,764824,24.1635330481261,534677,66.364,60.631,53.7198705586245
BTN,2020,770006,23.3734542328242,543690,67.827,63.002,53.6629584704535
BTN,2021,775442,22.6702465627646,552139,69.094,64.902,53.6065882425765
BTN,2022,780914,22.0389043871,560035,63.094,52.511,53.5513513651951
BTN,2023,786385,21.461497866821,567533,64.994,56.619,53.4958067613192
BTN,2024,791524,20.9093969927652,574618,64.927,56.464,53.4472063421875
BOL,2012,10515807,33.6999861256487,6390348,68.07,57.419,50.4425290422314
BOL,2013,10682608,33.3429034063079,6527026,67.893,57.294,50.4272037715138
BOL,2014,10848888,32.9798900597052,6666920,67.715,57.169,50.4114983950429
BOL,2015,11014705,32.6203561511634,6807096,67.537,57.044,50.395684677892
BOL,2016,11180020,32.2772200889274,6945218,67.359,56.919,50.3796460453242
BOL,2017,11344587,31.9477327844666,7081896,68.634,59.112,50.3628558712627
BOL,2018,11508368,31.6221465980233,7217995,71.798,63.559,50.3453834635806
BOL,2019,11671386,31.2971112127176,7353733,74.158,66.243,50.3276903017345
BOL,2020,11816299,31.0202276101753,7482810,72.869,65.591,50.2700972614183
BOL,2021,11937360,30.7897110747146,7602848,77.79,71.058,50.1781298377531
BOL,2022,12077154,30.4985263912342,7732083,78.267,71.714,50.1256380331295
BOL,2023,12244159,30.1423997294384,7873868,78.36,71.909,50.1114939784758
BOL,2024,12413315,29.7865638630777,8015521,78.699,72.455,50.1011655547962
BIH,2012,3670113,15.124232533953,2532542,50.934,39.867,47.5594893127269
BIH,2013,3610859,14.7763039210337,2487908,50.723,39.686,47.5357248787615
BIH,2014,3564829,14.485393268513,2450493,50.465,39.449,47.5274971113621
BIH,2015,3518541,14.2790171095089,2409056,50.294,39.357,47.5244710804848
BIH,2016,3473003,14.1154787369893,2365556,50.086,39.218,47.5280038629394
BIH,2017,3428682,13.9625205891767,2321170,49.865,39.077,47.5443486609873
BIH,2018,3387000,13.8188367286684,2276239,49.599,38.916,47.546353705344
