iso3c,year,pop_wdi,pop_0_to_14,pop_15_to_64,labor_force_partic_ILO,labor_force_partic_ILO_female,pop_percent_male
COL,2014,46565429,25.0633611156397,31719365,66.991,55.003,49.4496271042623
COL,2015,46969940,24.489485993707,32128090,67.02,55.255,49.4392009016831
COL,2016,47437512,23.9158548197047,32587468,66.418,54.719,49.4307268897239
COL,2017,48131078,23.3055636111038,33230636,66.013,54.343,49.4255894289341
COL,2018,49024465,22.6839423675104,34024305,65.237,53.244,49.4225271112591
COL,2019,49907985,22.1227454885225,34779344,64.322,52.398,49.4190338479905
COL,2020,50629997,21.6647057902778,35375771,63.415,51.108,49.4037171401824
COL,2021,51188173,21.2984499241802,35825579,64.33,51.679,49.3732595345167
COL,2022,51737944,20.9532806420881,36237340,63.159,50.926,49.3519669045991
COL,2023,52321152,20.5978461579186,36638790,63.764,51.859,49.3463064421823
COL,2024,52886363,20.2721132452225,36993721,63.611,51.726,49.3421546117664
COM,2012,681630,40.4986873367423,377252,43.845,32.694,49.8730983084665
COM,2013,696192,40.1513230895191,387674,44.156,32.711,49.9451300790587
COM,2014,711503,39.9669010298629,397168,44.467,32.729,50.0482078757333
COM,2015,726682,39.7896879240163,406398,45.338,33.91,50.1453180345736
COM,2016,741741,39.5888187386163,415722,46.196,35.102,50.2354595472004
COM,2017,756669,39.2775181238308,426083,47.007,36.339,50.2841397174462
COM,2018,771590,38.9013595303205,437231,47.786,37.608,50.2947161057038
COM,2019,786578,38.5632448403083,448183,48.575,38.87,50.3041020725217
COM,2020,802163,38.2677596275572,459355,49.033,39.63,50.3043645742823
COM,2021,818174,38.0040565918395,470780,50.035,40.969,50.2978584017581
COM,2022,834188,37.7186557466662,482378,50.549,41.178,50.2953770612859
COM,2023,850387,37.4013831349727,494294,50.433,41.143,50.2943953752821
COM,2024,866628,37.1214061858144,506166,50.719,41.505,50.2885897986218
COD,2012,73254618,45.9533681142575,37292715,66.025,62.458,49.5554389546412
COD,2013,75789395,45.9560232668436,38578526,66.026,62.456,49.5630562882438
COD,2014,78403242,45.9689198821651,39902922,66.03,62.452,49.5705356163716
COD,2015,81035531,45.9896387919023,41233619,66.036,62.445,49.5774711465764
COD,2016,83956415,45.915744496713,42791701,66.014,62.464,49.5852866037693
COD,2017,87083398,45.8226348723783,44476226,65.986,62.487,49.5931589624006
COD,2018,90047644,45.867494578023,45956383,65.999,62.475,49.5986696731196
COD,2019,92947442,45.9777080255743,47337200,66.032,62.447,49.602978853361
COD,2020,95989998,46.0525923753014,48821791,63.44,60.259,49.6057922618146
COD,2021,99148932,46.0943099215633,50399447,65.774,62.329,49.6073170006511
COD,2022,102396968,46.1121158392112,52040020,65.575,62.347,49.6091847172662
COD,2023,105789731,46.0882883515022,53787049,65.395,62.309,49.6115095555777
COD,2024,109276265,46.0329708653246,55612277,65.362,62.303,49.6144633934411
COG,2012,4740450,40.9553417924459,2671346,67.856,66.872,49.9855498950522
COG,2013,4857099,41.3342408709396,2719457,67.978,66.759,49.9903131478275
COG,2014,4975880,41.6555865495149,2770559,68.081,66.665,49.9940613507684
COG,2015,5097581,41.9067928402504,2825697,68.161,66.592,49.9974497702832
COG,2016,5222536,42.0531040858311,2886968,68.208,66.55,49.9999808522143
COG,2017,5351011,42.0879998190996,2955363,68.219,66.541,50.0019529019843
COG,2018,5483118,42.0513291889761,3029269,68.208,66.551,50.0033010414877
COG,2019,5616661,41.9421254015508,3107706,68.173,66.583,50.0041127645255
COG,2020,5752791,41.7661915552113,3191340,66.877,65.318,50.0021554758648
COG,2021,5892183,41.5436435019075,3279518,67.266,65.88,49.9996011664947
COG,2022,6035104,41.2564224245349,3373244,67.971,66.287,49.9985418643987
COG,2023,6182885,40.883697497204,3474886,68.007,66.341,49.9965550057222
COG,2024,6332961,40.4457962081244,3582468,67.968,66.285,49.9939128000315
CRI,2012,4663934,23.8829627394988,3182923,64.332,51.436,49.5239641041233
CRI,2013,4716147,23.4234747135744,3226970,63.662,51.249,49.523339608231
CRI,2014,4767119,22.9642578672779,3269503,64.189,51.34,49.5216293111206
CRI,2015,4818038,22.5297805320568,3310534,62.808,50.06,49.5173243720111
CRI,2016,4866998,22.1206092668016,3348714,59.687,46.019,49.5114338471957
CRI,2017,4913177,21.7587214952769,3382293,59.848,45.905,49.5064802265418
CRI,2018,4957818,21.4468038157109,3411523,62.21,48.659,49.4990739877906
CRI,2019,4999553,21.1293168479945,3437953,64.263,52.727,49.490384440369
CRI,2020,5034320,20.7362762001621,3462536,60.621,48.638,49.4766323952391
CRI,2021,5059988,20.2971746471706,3483167,61.763,50.245,49.4536646042767
CRI,2022,5081765,19.8396344419345,3501250,61.491,50.283,49.4324214977319
CRI,2023,5105525,19.3309875741488,3520268,56.83,44.088,49.4196581154729
CRI,2024,5129910,18.7992771803014,3538385,56.588,43.825,49.4107693897164
CIV,2012,23467078,42.6795061575199,12879867,67.269,62.427,51.1413478917145
CIV,2013,23939775,42.1525339700867,13244024,67.159,61.353,51.354313062675
CIV,2014,24527395,42.0260540912304,13593007,67.049,60.285,51.4225990978659
CIV,2015,25246342,42.2235181195058,13950254,66.939,59.228,51.3590701037374
CIV,2016,25989405,42.3479845411618,14334538,66.829,58.173,51.297003528938
CIV,2017,26733372,42.4069350923433,14732523,66.121,57.506,51.2371690335211
CIV,2018,27464173,42.3825422011167,15142605,65.406,56.84,51.1803341458829
CIV,2019,28193009,42.2978547625051,15566410,64.684,56.176,51.1257985978013
CIV,2020,28915449,42.1806135159683,15996982,65.02,56.631,51.0712923367957
CIV,2021,29639736,41.9798856848812,16453786,66.525,58.28,51.0183390297403
CIV,2022,30395002,41.6626736856277,16961781,67.013,58.958,50.9683977309295
CIV,2023,31165654,41.2764240403875,17501177,66.749,58.864,50.9202630562477
CIV,2024,31934230,40.8713596664144,18049122,66.701,58.841,50.8754430590623
HRV,2012,4260368,14.956213396462,2847771,51.279,44.391,48.1285263064723
HRV,2013,4233922,14.809621210648,2824610,50.739,44.423,48.1397784932012
HRV,2014,4201598,14.7005945520762,2793523,52.24,46.252,48.1500318285816
HRV,2015,4151725,14.6226147322896,2746211,52.649,46.698,48.1569308521013
HRV,2016,4106867,14.5783086363926,2700822,51.196,45.196,48.160339692823
HRV,2017,4041407,14.5707981957247,2638787,51.474,45.303,48.1632673073152
HRV,2018,3988775,14.5666392040683,2583333,51.048,45.195,48.1634677211774
HRV,2019,3949390,14.5349944918069,2538778,51.002,44.906,48.1666613986686
HRV,2020,3914206,14.451772123022,2500475,51.011,44.476,48.1762831066997
HRV,2021,3878981,14.3800403097378,2463901,51.914,45.682,48.1851699914132
HRV,2022,3855641,14.3009249744115,2437319,52.677,46.922,48.2003579703954
HRV,2023,3859686,14.1385569157886,2433381,52.255,47.144,48.2208908930979
HRV,2024,3866300,13.9232064407501,2431478,52.086,47.024,48.2385606368498
CUB,2012,11303175,17.3160675068701,7845827,54.899,42.548,49.6454491768906
CUB,2013,11298167,17.113261951551,7826823,54.966,42.86,49.6364897388674
CUB,2014,11285775,16.903384264555,7807223,54.988,42.997,49.6251033158907
CUB,2015,11275065,16.6972792040347,7791137,55.094,43.41,49.6108758229665
CUB,2016,11265612,16.4882120918065,7777246,55.019,43.372,49.5919751548362
CUB,2017,11247829,16.2756430596518,7757600,54.908,43.365,49.5672720486771
CUB,2018,11227118,16.0951419631976,7729237,54.72,43.309,49.5403138668636
CUB,2019,11202846,15.9515574903218,7693973,54.402,42.968,49.512481024911
CUB,2020,11176354,15.8354728205638,7658594,51.417,40.367,49.4821253408871
CUB,2021,11122168,15.7659497785886,7617514,51.682,40.459,49.4298144030912
CUB,2022,11059820,15.6770001681763,7570129,52.966,40.427,49.3800532015892
CUB,2023,11019931,15.5139771525782,7525565,52.601,39.947,49.355481445392
CUB,2024,10979783,15.2939497984614,7481292,52.243,39.529,49.335036949273
CUW,2012,152088,19.4250730312636,103120,NA,NA,45.4173659021692
CUW,2013,153822,19.1929936422883,104101,NA,NA,45.5787234303441
CUW,2014,155909,18.9723499790943,105255,NA,NA,45.7076720779024
CUW,2015,157980,18.7561520178619,106348,NA,NA,45.7995474542803
CUW,2016,159664,18.5105717223191,107195,NA,NA,45.8541440678976
CUW,2017,160175,18.1905575731681,107344,NA,NA,45.8831558021541
CUW,2018,159336,17.1816271852894,109249,NA,NA,47.2511193228441
CUW,2019,157441,16.493091277441,109212,NA,NA,47.9764486158814
CUW,2020,154947,16.3194932384957,106531,NA,NA,47.5240246894897
CUW,2021,152369,15.9399291474763,104704,NA,NA,47.5498475568626
CUW,2022,149996,15.5877298759877,102924,NA,NA,47.5548169889503
CUW,2023,155800,15.2426561396129,106685,NA,NA,47.5648098712701
CUW,2024,155900,14.927903861032,106465,NA,NA,47.5943757345726
CYP,2012,1165397,16.3965584260128,837047,64.036,57.202,50.5837500729366
CYP,2013,1183895,16.2170209351336,849629,64.036,57.37,50.5571017700049
CYP,2014,1201801,16.0713030157668,861302,64.633,58.944,50.5338238194177
CYP,2015,1219502,15.9803821479514,872184,64.16,59.098,50.5124222838503
CYP,2016,1237112,15.9428912083582,882388,63.762,58.28,50.491345576354
CYP,2017,1254275,15.9324645980887,892005,64.377,58.923,50.4708297622132
CYP,2018,1270737,15.9248074444958,901063,65.38,59.627,50.4546574153424
CYP,2019,1286671,15.9283857612452,909536,66.113,60.097,50.44249850972
CYP,2020,1302247,15.9491955254282,917297,65.734,59.05,50.424573506736
CYP,2021,1317309,15.9894588093829,924212,66.476,59.534,50.4014247237548
CYP,2022,1331370,16.033258973839,930479,67.624,61.219,50.3860312204956
CYP,2023,1344976,16.0538983795616,936410,67.898,62.475,50.3801929403892
CYP,2024,1358282,16.0721779424302,941447,67.749,62.408,50.3760262036704
CZE,2012,10510785,14.7594799252141,7225163,58.641,50.041,49.1102168152058
CZE,2013,10514272,14.9260797747157,7148839,59.255,50.888,49.1354286866258
CZE,2014,10525347,15.0964291865759,7083356,59.27,50.803,49.1599686076918
CZE,2015,10546059,15.2736021042117,7026788,59.372,51.187,49.1859739119041
CZE,2016,10566332,15.444687915284,6969569,59.821,51.735,49.2117697504773
CZE,2017,10594438,15.6139377516609,6918187,60.073,52.114,49.2359986043523
CZE,2018,10629928,15.7768550518408,6876667,60.373,52.559,49.2592476379374
CZE,2019,10671870,15.9113632326295,6844943,60.118,52.3,49.2801193761177
CZE,2020,10697858,16.0028177853172,6814879,59.46,51.463,49.2945157353052
CZE,2021,10505772,16.0689157611579,6660022,59.45,51.555,49.2957104491703
CZE,2022,10672118,15.9477000974308,6780422,59.865,52.191,49.3017660847051
CZE,2023,10864042,15.6736356440817,6929136,60.43,53.235,49.3093667484542
CZE,2024,10882164,15.397296108304,6938176,60.187,53.062,49.3118249783273
DNK,2012,5591572,17.5611348989206,3625314,62.418,58.281,49.5864119585466
DNK,2013,5614932,17.329499188160302,3628209,61.49,57.679,49.6078237226223
DNK,2014,5643475,17.1096783475797,3638617,61.336,57.097,49.6426871710768
DNK,2015,5683483,16.9156945448045,3659047,61.413,56.837,49.6951722126129
DNK,2016,5728010,16.7748652674723,3682112,61.744,57.677,49.7378845469983
DNK,2017,5764980,16.6698524657044,3698112,61.827,57.74,49.7525137168596
DNK,2018,5793636,16.552020172513,3708367,61.906,57.649,49.755550047775
DNK,2019,5814422,16.4286530578059,3712914,62.445,58.06,49.7533285935551
DNK,2020,5831404,16.3064495938459,3714181,62.125,57.85,49.7440122917999
DNK,2021,5856733,16.1739311718656,3723590,62.716,58.216,49.7514502859594
DNK,2022,5903037,16.0362862106758,3752146,63.504,59.551,49.7355708308995
DNK,2023,5946952,15.8669526161681,3778269,63.752,59.812,49.705420319912
DNK,2024,5976992,15.6963833177301,3791657,63.713,59.769,49.7053993090322
DJI,2012,966747,35.5177541188366,586283,33.146,17.527,49.6909739569918
DJI,2013,984824,35.0719341364883,600694,33.001,17.626,49.6835478384484
DJI,2014,1002717,34.5776851406303,615567,32.84,17.737,49.674933206478
DJI,2015,1020313,34.0336739804354,630989,32.663,17.862,49.6650044300175
DJI,2016,1037653,33.4449473957094,647027,32.472,17.999,49.655086676458
DJI,2017,1054841,32.8238250237832,663589,32.272,18.146,49.6452071923636
DJI,2018,1071882,32.1897373031733,680393,32.068,18.299,49.6352680283203
DJI,2019,1088709,31.5752877949939,696979,31.871,18.451,49.6254282591324
DJI,2020,1105188,31.0085564589208,713027,31.139,17.976,49.6130070178105
DJI,2021,1121248,30.4978470418676,728375,31.314,18.237,49.599152373826
DJI,2022,1137096,30.0233665407318,743084,31.954,18.546,49.5875458184709
DJI,2023,1152944,29.5746062144416,757365,32.066,18.669,49.577646076172
DJI,2024,1168722,29.1700678176675,771113,32.033,18.715,49.5680752137805
DMA,2012,69118,22.6274098455529,46012,NA,NA,49.9804679022527
DMA,2013,69715,22.4585813669942,46980,NA,NA,49.8830954600875
DMA,2014,70373,22.2542736560897,47994,NA,NA,49.784011140478
DMA,2015,70410,21.6801590683142,48357,NA,NA,49.8011646073001
DMA,2016,69606,20.7530905878043,47807,NA,NA,49.9561825678452
DMA,2017,68496,19.8659785536487,46908,NA,NA,50.1379622465217
DMA,2018,68174,19.5256290841884,46827,NA,NA,50.1569513304192
DMA,2019,67880,19.1903418507524,46730,NA,NA,50.164997053624
DMA,2020,67573,18.8462847587054,46604,NA,NA,50.1679664954938
DMA,2021,67202,18.5254903127883,46412,NA,NA,50.162939154502
DMA,2022,66826,18.2928927895371,46191,NA,NA,50.1271960015563
DMA,2023,66510,18.1099224934409,45989,NA,NA,50.0646519320403
DMA,2024,66205,17.8732724114493,45794,NA,NA,49.9992447700325
DOM,2012,10070411,30.1423348063947,6502679,59.431,45.206,49.9106342332999
DOM,2013,10193833,29.8367468761136,6598985,59.269,45.088,49.8924889195262
DOM,2014,10315528,29.5305305521215,6693665,59.529,45.368,49.8763902342178
DOM,2015,10434829,29.1898698100371,6789516,62.007,48.157,49.8631985379733
DOM,2016,10551430,28.8385095119102,6882932,62.451,48.821,49.8493047718939
DOM,2017,10666843,28.5092271443388,6971606,62.367,49.009,49.835157412554
DOM,2018,10782053,28.2130950286975,7055140,63.771,50.285,49.8230578329509
DOM,2019,10894043,27.9439906771072,7132677,65.189,52.543,49.8108966697766
DOM,2020,11008300,27.6825804165948,7211256,60.365,47.412,49.7891863412153
DOM,2021,11123476,27.4364069035797,7289686,63.174,51.059,49.7616842073467
DOM,2022,11230734,27.1919594566107,7358479,63.224,50.478,49.7404176788445
DOM,2023,11331265,26.9140017944156,7422561,64.282,52.482,49.7255381702274
DOM,2024,11427557,26.5786510625149,7489835,64.519,52.897,49.7148559648527
EAR,2012,3058869436,31.5097375438363,1942310723,56.3683629761277,34.7591100221089,50.8601944025851
EAR,2013,3103677284,31.1784895510371,1978691191,56.2034895918866,34.6000207417972,50.8565968820722
EAR,2014,3146800078,30.8438392827991,2013775221,56.0015636309931,34.4817660062437,50.8497323101485
EAR,2015,3190318707,30.4932440494926,2049179122,55.9278632831839,34.5938407807422,50.8452617735145
EAR,2016,3233033717,30.1391132961982,2083942143,55.7963816667708,34.6000087903162,50.8333730604826
EAR,2017,3274060446,29.786971737206,2117278233,55.6962635129427,34.6574407203267,50.8138930552246
EAR,2018,3314245247,29.4420560148862,2149579953,55.6270909985595,34.7105395486413,50.7934782161797
EAR,2019,3355014793,29.0972932912581,2182058057,55.561584619395,34.846626210626,50.7789267635354
EAR,2020,3396051187,28.7457863634145,2215591657,54.21132759553,33.6918801837174,50.7691265933094
EAR,2021,3432026092,28.41207517648,2246800128,54.9685764684631,34.8131684257466,50.7498334962955
EAR,2022,3470644834,28.0637357094565,2279640121,55.8892126639091,36.0323794481919,50.7363145262943
EAR,2023,3511607650,27.6884010178486,2313296748,56.3911493610732,36.8947831753218,50.720393722222
EAR,2024,3552278604,27.3077335506743,2346886633,56.7421424975521,37.5427151493123,50.7061737609912
EAS,2012,2249081393,20.5086281583009,1581158643,68.8181117857259,60.1577383522786,50.6187795532516
EAS,2013,2267072102,20.4337742781944,1589978726,68.4237048064762,59.8488284537577,50.6178048417468
EAS,2014,2284385542,20.3763170748498,1597243762,68.2829903618339,59.807798030532,50.6137681418177
EAS,2015,2300844269,20.295168958142,1603291460,68.0338260181658,59.6691460291535,50.6062157396126
EAS,2016,2317076058,20.2113666521455,1608521774,67.7170774414852,59.4821738986728,50.5973723234582
EAS,2017,2333475520,20.1707963503782,1612071011,67.3305388573913,59.2450865312488,50.5852569053129
EAS,2018,2347576325,20.0824465201919,1614321431,67.1946134996557,59.2923043336291,50.5694762387112
EAS,2019,2359771090,19.9217680697644,1616636297,66.9694035058274,59.2046605641519,50.5542877646092
EAS,2020,2369438682,19.6842673546441,1618285460,65.6821138719945,57.9636030945478,50.5340557525963
EAS,2021,2375144416,19.3615721970853,1619680541,66.1649135242968,58.6303208103625,50.5107392068338
EAS,2022,2379648196,18.9743109558248,1621535940,65.8202948566115,58.3120646350926,50.4875218569288
EAS,2023,2384479340,18.5311193098339,1625126300,65.8400841329302,58.3740742940321,50.4598466912915
EAS,2024,2388378491,18.0595581289106,1631134151,65.5432721685714,58.115120197078,50.4322878120702
EAP,2012,2006566431,21.2433970150395,1418704711,69.9356551329903,61.4783763012872,50.7605894543486
EAP,2013,2023850158,21.179811599113,1428048543,69.4596173398489,61.053968315365,50.7633395155124
EAP,2014,2040383789,21.1336379789639,1435771151,69.2500961518966,60.9298359745323,50.7630626779468
EAP,2015,2056050896,21.0610070390844,1442150731,68.9435976474336,60.7236836839442,50.7586801487934
EAP,2016,2071486140,20.9853596673421,1447600333,68.5464585624792,60.4393375704409,50.7518490421209
EAP,2017,2087238522,20.9542493900858,1451454677,68.061413591867307,60.0851671825199,50.7406355297519
EAP,2018,2100698838,20.8697936204329,1453945596,67.834011402566,60.025382774114,50.7245926743164
EAP,2019,2112289891,20.7059881975391,1456449026,67.529931432627,59.8375154934857,50.7085685384808
EAP,2020,2121866294,20.4565760077656,1458754040,66.1159646551135,58.4717514804646,50.68772809375
EAP,2021,2128553744,20.1133261926198,1461556068,66.6217499202816,59.1538370009648,50.6633583331029
EAP,2022,2133560408,19.7039467875715,1464186175,66.1654206419937,58.6998596008229,50.637819663568
EAP,2023,2137527754,19.2391721818504,1467511655,66.1483805906383,58.6957150068845,50.6081433916367
EAP,2024,2141122258,18.7399346146413,1473848204,65.7965404638972,58.3710276800263,50.5789442310557
TEA,2012,1981382735,21.249070952789,1401362342,69.781588996677,61.2660310604072,50.7833265322505
TEA,2013,1998548872,21.1893500603331,1410589155,69.2996356208888,60.8366806800308,50.7854632278899
TEA,2014,2014960984,21.1467568573719,1418191564,69.0875348055698,60.7115151865201,50.7844912513311
TEA,2015,2030504270,21.0767730390165,1424462419,68.7767013706093,60.5022136022584,50.7793403949375
TEA,2016,2045816761,21.0031631486871,1429775328,68.3754344480491,60.2162920361421,50.7717379699644
TEA,2017,2061449949,20.9740807376223,1433466686,67.8833090869005,59.8559056176116,50.7597748173414
TEA,2018,2074796982,20.8904559890612,1435830115,67.6520082005384,59.793441428122,50.7430472959042
TEA,2019,2086281644,20.7258820911078,1438253703,67.3444316078706,59.6037889126441,50.7264542231258
TEA,2020,2095759417,20.4738476771101,1440521986,65.9290062614139,58.2380421229377,50.7050478693209
TEA,2021,2102350702,20.1265937890144,1443302055,66.4412200305935,58.9273787233717,50.6799271709392
TEA,2022,2107261123,19.7125413143691,1445937964,65.9644564898564,58.4546432940765,50.6535050718689
TEA,2023,2111139152,19.2425083419699,1449305069,65.9480058493655,58.4517628558773,50.6229400732724
TEA,2024,2114653077,18.7374419982173,1455675512,65.5925172470129,58.1241308209204,50.5928816598539
ECU,2012,15572194,30.5167627631662,9869002,62.452,48.081,49.9476021203177
ECU,2013,15807128,30.0653486852687,10064515,62.261,48.131,49.9484346555554
ECU,2014,16035124,29.5684264877395,10259770,62.619,47.689,49.9507643345945
ECU,2015,16266225,29.0480335787806,10461133,65.658,51.905,49.9537969012478
ECU,2016,16505139,28.5021025421871,10674238,67.669,55.406,49.9567922451304
ECU,2017,16759519,27.9513711595371,10901179,68.154,56.173,49.9591754417788
ECU,2018,17049547,27.40143850747,11151092,66.661,54.481,49.958148448167
ECU,2019,17340021,26.8591794998639,11398100,66.179,54.401,49.952987372219
ECU,2020,17546065,26.3938617118386,11588191,59.926,48.146,49.9257297861372
ECU,2021,17682454,25.9766482079736,11732836,64.99,52.986,49.888821992694
ECU,2022,17823897,25.5167430556853,11876572,64.985,53.451,49.8702640690605
ECU,2023,17980083,25.0046899116094,12029112,64.489,52.521,49.860453925602
ECU,2024,18135478,24.4558490395414,12187069,64.382,52.443,49.8532792933982
EGY,2012,93161001,33.8811203097682,57849354,48.494,22.511,50.5500595624766
EGY,2013,95333553,33.906155789662,59117380,48.436,23.011,50.5483111491712
EGY,2014,97528654,33.9580258125986,60373573,48.117,23.166,50.5394512113276
EGY,2015,99597342,34.0618753661117,61488242,46.978,22.813,50.5169967286878
EGY,2016,101644589,34.1221179024099,62613958,46.63,23.072,50.4968385478936
EGY,2017,103696057,34.104326001014996,63803126,44.95,22.185,50.4919690437217
EGY,2018,105682094,33.9830711245326,65041698,43.299,18.415,50.4921836616901
EGY,2019,107553158,33.7421026726152,66321975,42.199,15.859,50.4915750636683
EGY,2020,109315124,33.4741409316525,67594654,41.616,14.609,50.4903173324855
EGY,2021,110957008,33.1918381396874,68867963,42.987,15.59,50.4935546792462
EGY,2022,112618250,32.8513404037593,70183982,42.837,15.233,50.4955453534001
EGY,2023,114535772,32.4351191889426,71693890,42.821,15.3,50.4912880011957
EGY,2024,116538258,31.9946550599489,73289803,42.584,15.068,50.4899815818424
SLV,2012,6113975,30.5907040836771,3824548,60.197,46.449,47.6589779971295
SLV,2013,6138839,29.8840301887702,3878354,60.524,47.404,47.6553876628158
SLV,2014,6162955,29.2039695243597,3929860,59.397,46.056,47.6460237012926
SLV,2015,6183676,28.5774166873057,3975594,58.688,45.09,47.6312633456216
SLV,2016,6200800,27.9984943876995,4015416,59.261,45.811,47.6103889820668
SLV,2017,6213533,27.4802252212851,4048094,59.006,45.154,47.5852304960801
SLV,2018,6219807,27.0434896899944,4071295,58.729,44.928,47.5599889900138
SLV,2019,6222318,26.6748281488368,4087989,59.887,45.983,47.5390115932698
SLV,2020,6234673,26.3333356590365,4112199,56.752,43.392,47.5224442404598
SLV,2021,6255782,25.9958408074195,4143937,59.173,45.217,47.5100475048523
SLV,2022,6280319,25.617058623933,4177751,60.08,46.028,47.5039564073099
SLV,2023,6309624,25.2103928855349,4214153,60.48,46.622,47.5018004242408
SLV,2024,6338193,24.8061237642969,4249458,60.646,46.704,47.5014483625614
GNQ,2012,1293483,38.2818715050758,755735,59.937,52.838,52.5241943838414
GNQ,2013,1346218,38.2952835276307,786819,60.319,53.084,52.6270242805962
GNQ,2014,1399828,38.3142208593559,817991,60.666,53.314,52.7187288143463
GNQ,2015,1453923,38.3219056304908,849230,60.943,53.507,52.7977753980094
GNQ,2016,1508186,38.3063826345026,880685,61.133,53.655,52.8634399205403
GNQ,2017,1562396,38.2604148565456,912391,61.232,53.753,52.9151380315874
GNQ,2018,1616422,38.1591873904216,944790,61.224,53.802,52.9533747994026
GNQ,2019,1670177,37.9852554549608,978281,61.099,53.802,52.9795943783204
GNQ,2020,1716468,37.8951317778334,1006228,57.701,50.726,52.9412415837396
GNQ,2021,1758786,37.8353768351076,1031420,58.338,51.475,52.8726064455823
GNQ,2022,1803545,37.6781283527719,1059662,60.758,53.337,52.8228310482029
GNQ,2023,1847549,37.484337357223,1088063,60.522,52.997,52.7659618229341
GNQ,2024,1892516,37.2854609193632,1117089,60.239,52.753,52.7207417423463
ERI,2012,3036988,42.1150590461571,1643342,79.073,73.075,49.1933293140015
ERI,2013,3074360,41.96199502303,1666676,79.096,73.105,49.2085347166452
ERI,2014,3095173,41.9957369096553,1675141,78.742,72.801,49.2187510096369
ERI,2015,3105546,42.1052207888726,1675818,78.977,72.902,49.2261586207385
ERI,2016,3124698,42.0787704923804,1686006,78.818,72.749,49.2354618703829
ERI,2017,3150347,41.9127797668003,1703906,78.792,72.728,49.2462258919414
ERI,2018,3192760,41.5061981630003,1738767,78.414,72.512,49.2612347937208
ERI,2019,3240194,40.9911412711708,1780204,78.087,72.364,49.2773580841147
ERI,2020,3291271,40.4027107465035,1826862,77.07,71.404,49.2917019873787
ERI,2021,3350183,39.7738571295956,1880308,77.588,71.975,49.3083512154411
ERI,2022,3409447,39.2010493197284,1932573,78.141,72.354,49.327794214135
ERI,2023,3470390,38.6774308762748,1984078,78.184,72.385,49.3467447021069
ERI,2024,3535603,38.1370165145804,2038633,78.161,72.336,49.3650869074064
EST,2012,1322696,15.591335656003,880199,61.256,55.38,46.660517232906
EST,2013,1317997,15.7387078649341,870706,61.272,55.341,46.7040083647022
EST,2014,1314545,15.8858596586258,861726,61.08,54.54,46.75857315444
EST,2015,1315407,16.0143270529813,856289,61.817,55.747,46.8237667506481
EST,2016,1315790,16.1513213142237,850825,62.639,56.295,46.9018101621083
EST,2017,1317384,16.2755057310685,846512,63.244,57.006,47.0129988424388
EST,2018,1321977,16.3638660493531,845545,63.498,57.281,47.1580563781946
EST,2019,1326898,16.4349537597936,844816,63.161,57.34,47.2924024473516
EST,2020,1329522,16.4383705875783,842406,63.039,57.133,47.3802878761556
EST,2021,1330932,16.3814966703573,840945,63.186,57.777,47.4231650084475
EST,2022,1348840,16.2331590118151,851614,65.113,60.138,47.4582472898143
EST,2023,1370286,15.9683030084933,864892,65.604,61.049,47.497505844078
EST,2024,1371986,15.6376190147191,865244,65.331,60.826,47.5466467138928
SWZ,2012,1123863,37.9710258407716,661785,51.722,46.568,48.3562498276035
SWZ,2013,1129990,37.616262090815,668446,51.592,46.651,48.4679081514809
SWZ,2014,1136299,37.2169208984607,675737,51.445,46.748,48.5720295204251
SWZ,2015,1142813,36.7817992890347,683652,51.284,46.858,48.6764227186974
SWZ,2016,1149507,36.376187193211,691414,51.135,46.964,48.7789983010108
SWZ,2017,1158195,35.9795353889178,700066,50.489,46.629,48.8648284615285
SWZ,2018,1168929,35.5570203335616,710201,49.837,46.306,48.9357351900757
SWZ,2019,1179874,35.1175210234313,720748,49.181,45.988,49.0047657671631
SWZ,2020,1192729,34.6861547400312,732801,48.222,45.103,49.0531805186421
SWZ,2021,1206593,34.2849932475187,745579,48.358,45.479,49.0777751901428
SWZ,2022,1218917,33.9505618309376,756148,47.714,44.965,49.08738584119
SWZ,2023,1230506,33.6689947062428,765180,47.397,44.886,49.0867984390162
SWZ,2024,1242822,33.3522553319202,775344,47.152,44.825,49.0972553569661
ETH,2012,95798767,44.6062797447069,50357819,81.337,74.286,50.1770080193203
ETH,2013,98438751,44.0167937522897,52284237,81.238,74.251,50.1790555040571
ETH,2014,101115610,43.4248611239395,54265594,79.594,72.195,50.1781663582903
ETH,2015,103867135,42.8518050625533,56309619,77.958,70.141,50.174764618036
ETH,2016,106718162,42.300727124592,58423767,76.331,68.087,50.169491299897
ETH,2017,109666481,41.7696597741656,60594095,74.712,66.034,50.1631542275894
ETH,2018,112664152,41.2893542158407,62759279,73.108,63.977,50.1565750923151
ETH,2019,115737383,40.8607547349708,64929893,71.518,61.915,50.1499567356725
ETH,2020,118917671,40.450755462362,67164933,69.353,59.234,50.1410496835155
ETH,2021,122138588,40.0647936913075,69425521,68.253,57.555,50.1297661134762
ETH,2022,125384287,39.7058031669702,71681922,68.061,57.495,50.1189056497877
ETH,2023,128691692,39.3656371384098,73950174,67.776,57.378,50.1090326794367
ETH,2024,132059767,39.059915806682,76211823,67.684,57.27,50.10404909995
EMU,2012,341100659,15.3954335991585,224483379,56.922220686603,50.253687379382,48.7353950762951
EMU,2013,341639530,15.3161007615893,223952497,56.8801024270232,50.3898524870861,48.754416668027
