year,country,iso3c,pop,gdp_over_pop,gdp_ppp_over_pop,gdp_ppp_over_population_15_to_65,gdp_ppp_over_pop_adjusted_for_hours,estimated_using_past_value,estimated_using_model
2023,Cote d'Ivoire,CIV,28873034,2728.8032462007077,7790.855519576294,13795.673030368916,9503.781083204285,FALSE,TRUE
2023,Cameroon,CMR,28647293,1673.6488885722258,5380.158889995784,9712.204124756216,6563.0600073246005,FALSE,TRUE
2023,"Congo, Dem. Rep.",COD,102262808,649.1439879393582,1670.84721852628,3301.754571002161,1881.1091309557871,FALSE,TRUE
2023,"Congo, Rep.",COG,6106869,2508.82339515164,6932.938209352386,12246.611797881036,8277.788038972705,FALSE,TRUE
2023,Colombia,COL,52085168,6979.72513470376,21548.013368591804,30999.898724094743,15643.709085971614,FALSE,FALSE
2023,Comoros,COM,852075,1587.16189555687,3854.788784688847,6652.70964600056,4708.130200534263,FALSE,TRUE
2023,Cabo Verde,CPV,598682,4321.579864277864,9086.233539933051,13259.083641029378,10798.971691305029,FALSE,TRUE
2023,Costa Rica,CRI,5212173,16595.370383718535,27952.476623518633,40504.780578652055,23513.218674214648,FALSE,FALSE
2023,Cuba,CUB,11194449,NA,NA,NA,NA,FALSE,TRUE
2023,Curacao,CUW,147862,NA,NA,NA,NA,FALSE,TRUE
2023,Cayman Islands,CYM,69310,NA,NA,NA,NA,FALSE,TRUE
2023,Cyprus,CYP,1260138,25576.26440056176,42085.18654678329,61031.715282791985,40800.80230258787,FALSE,FALSE
2023,Czechia,CZE,10873689,30427.423468860103,53816.80338952319,84856.86297547002,45215.59251789008,FALSE,FALSE
2023,Germany,DEU,84482267,52745.75570641304,69338.29322644668,109600.91474444761,70845.52868637486,FALSE,FALSE
2023,Djibouti,DJI,1136455,3606.416896012398,7204.048435597212,11021.438043698481,6472.712947568389,FALSE,TRUE
2023,Dominica,DMA,73040,8953.896393655436,17598.643617954,24860.360310518518,15364.62828416683,FALSE,TRUE
2023,Denmark,DNK,5946952,67967.3818685562,76687.90284373071,121085.0350363739,77639.76600706516,FALSE,FALSE
2023,Dominican Republic,DOM,11332972,10716.013355890318,25610.511865840133,39101.633466827705,18499.69945949396,FALSE,FALSE
2023,Algeria,DZA,45606480,5260.206249807966,17026.961674786697,27051.63085567,15082.86103579443,FALSE,TRUE
2023,Ecuador,ECU,18190484,6533.35150400616,15870.261702033546,23815.854753799766,15917.161752921304,FALSE,FALSE
2023,"Egypt, Arab Rep.",EGY,112716598,3512.5800652979783,18816.505592213492,30122.332041524864,16144.544489185362,FALSE,TRUE
2023,Eritrea,ERI,3748901,NA,NA,NA,NA,FALSE,TRUE
2023,Spain,ESP,48373336,32676.98371093757,52779.23405737036,80212.46399128438,55931.28007066301,FALSE,FALSE
2023,Estonia,EST,1366188,29823.74960690161,48992.140951181536,77975.61568146956,41800.52874691949,FALSE,FALSE
2023,Ethiopia,ETH,126527060,1293.7780075976,3109.2765123205027,5403.1023759300515,3500.5525179922174,FALSE,TRUE
2023,Finland,FIN,5584264,53755.91173627966,65060.67416183207,105842.98071302607,64878.34415108828,FALSE,FALSE
2023,Fiji,FJI,936375,5868.159167783901,15046.466827045148,22932.9538206699,11983.59711372073,FALSE,TRUE
2023,France,FRA,68170228,44460.81784570091,61156.77281925667,100324.69481221483,68615.5345222093,FALSE,FALSE
2023,Faroe Islands,FRO,53270,NA,NA,NA,NA,FALSE,TRUE
2023,"Micronesia, Fed. Sts.",FSM,115224,3992.223842255086,4216.507379914402,6621.187106903485,3323.0040043822232,FALSE,TRUE
2023,Gabon,GAB,2436566,8420.102057018279,21946.99085295596,36567.00235957493,26260.13820951222,FALSE,TRUE
2023,United Kingdom,GBR,68350000,48866.603960029846,58906.23885754177,93021.98634144332,59300.75781695655,FALSE,FALSE
2023,Georgia,GEO,3760365,8120.363443182431,24681.25059514156,38604.66227208442,23179.30087428675,FALSE,TRUE
2023,Ghana,GHA,34121985,2238.15802077213,7466.3668886044,12496.55277813301,9107.949212750955,FALSE,TRUE
2023,Gibraltar,GIB,32688,NA,NA,NA,NA,FALSE,TRUE
2023,Guinea,GIN,14190612,1663.9378074811784,4429.343565551514,7983.766001445485,5403.195000026193,FALSE,TRUE
2023,"Gambia, The",GMB,2773168,843.7657425702806,3162.5067975951765,5752.6577841287435,3597.348448284769,FALSE,TRUE
2023,Guinea-Bissau,GNB,2150842,914.2751538041056,2630.2925401946213,4572.40371438743,2961.292486580018,FALSE,TRUE
2023,Equatorial Guinea,GNQ,1714671,7066.616592577351,18723.64708382121,31864.951583439506,22459.664923766646,FALSE,TRUE
2023,Greece,GRC,10361295,22990.01356804608,41186.81220278942,65114.95686953823,33589.709452741314,FALSE,FALSE
2023,Grenada,GRD,126183,10463.645939539954,17654.097688067726,26812.630997971282,15545.842281982836,FALSE,TRUE
2023,Greenland,GRL,56865,NA,NA,NA,NA,FALSE,TRUE
2023,Guatemala,GTM,17602431,5797.521595945242,14066.511790270788,22253.845045503826,11977.394758762162,FALSE,TRUE
2023,Guam,GUM,172952,NA,NA,NA,NA,FALSE,TRUE
2023,Guyana,GUY,813834,20626.199149056687,55262.52483436303,84918.95395360987,45168.697130440436,FALSE,TRUE
2023,"Hong Kong SAR, China",HKG,7536100,50696.59031840461,71481.56813062473,107075.94880737919,47319.377257103864,FALSE,FALSE
2023,Honduras,HND,10593798,3247.23105462683,7210.689277512644,10934.234585361668,6299.6188722522065,FALSE,TRUE
2023,Croatia,HRV,3853200,21459.78478080364,45909.634484175745,72574.66477389973,40996.232616417285,FALSE,FALSE
2023,Haiti,HTI,11724763,1693.0687432869304,3255.537745615114,5118.667946283058,2755.419774429295,FALSE,TRUE
2023,Hungary,HUN,9589872,22147.209729047896,45942.16949068225,69743.01446260446,39912.34146465902,FALSE,FALSE
2023,Indonesia,IDN,277534122,4940.549805011579,15612.799123651974,22928.533376018415,11779.815611038328,FALSE,FALSE
2023,Isle of Man,IMN,84710,NA,NA,NA,NA,FALSE,TRUE
2023,India,IND,1428627663,2484.845429440302,10175.767974032013,14958.302365511754,9722.530605802871,FALSE,FALSE
2023,Ireland,IRL,5262382,103684.88080183744,127623.3944320857,195368.21581815244,117523.51210013311,FALSE,FALSE
2023,"Iran, Islamic Rep.",IRN,89172767,4502.5463291805,17921.664268460794,26044.31941930186,15312.575282798933,FALSE,TRUE
2023,Iraq,IRQ,45504560,5512.475719784215,13968.57416512088,23563.213360891226,13195.222185116343,FALSE,TRUE
2023,Iceland,ISL,393600,78811.0583922693,77567.1918125747,117607.99205465976,74068.49868639835,FALSE,FALSE
2023,Israel,ISR,9756700,52261.67615096324,53433.99639160649,89224.40928500035,45415.215987862255,FALSE,FALSE
2023,Italy,ITA,58761146,38373.16604975335,58754.90787787206,92759.23099321342,58927.199674136275,FALSE,FALSE
2023,Jamaica,JAM,2825544,6874.20028399388,11475.005735271792,15757.789731726862,9281.420010495738,FALSE,TRUE
2023,Jordan,JOR,11337052,4482.086026303364,10451.912588474588,16199.76041093342,9570.785301734071,FALSE,TRUE
2023,Japan,JPN,124516650,33834.39210564531,50206.60915800088,85876.87154375753,42067.621057249075,FALSE,FALSE
2023,Kazakhstan,KAZ,19900177,13136.62290971442,39332.47002041539,63261.89580720749,39837.94278280194,FALSE,TRUE
2023,Kenya,KEN,55100586,1949.8989690971343,6323.533600789146,10561.693854314815,7713.848480847578,FALSE,TRUE
2023,Kyrgyz Republic,KGZ,7100800,1969.8664810779208,7102.767219456976,11652.76118428342,7283.349485854578,FALSE,TRUE
2023,Cambodia,KHM,16944826,1875.071481929475,5624.137515330762,8609.415571505291,3169.562373627306,FALSE,FALSE
2023,Kiribati,KIR,133515,2089.910160719178,3521.7454203278357,5850.951169616632,2781.557383256335,FALSE,TRUE
2023,St. Kitts and Nevis,KNA,47755,22553.30564571479,33402.82667908575,47599.426714601934,29751.251254205446,FALSE,TRUE
2023,"Korea, Rep.",KOR,51712619,33121.371288550865,54033.15997725198,76766.32121783607,38760.42862921044,FALSE,FALSE
2023,Kuwait,KWT,4310108,37533.21771773283,56386.29432528675,75759.07395628636,47874.45758179752,FALSE,TRUE
2023,Lao PDR,LAO,7633779,2075.4014140644103,9326.2721937472,14313.007113392645,6015.492097918171,FALSE,TRUE
2023,Lebanon,LBN,5353930,3350.297104209618,NA,NA,NA,FALSE,TRUE
2023,Liberia,LBR,5418377,799.5014005116292,1819.047669808472,3208.182077274654,2047.9593486343313,FALSE,TRUE
2023,Libya,LBY,6888388,7329.976541068432,19641.14394562095,29174.860770651554,17747.147031792025,FALSE,TRUE
2023,St. Lucia,LCA,180251,13980.09408283155,25128.69967851152,34536.58593786794,21886.237293294133,FALSE,TRUE
2023,Liechtenstein,LIE,39584,NA,NA,NA,NA,FALSE,TRUE
2023,Sri Lanka,LKA,22037000,3827.964805605573,14455.301616803876,22012.464139959444,14477.78090849725,FALSE,FALSE
2023,Lesotho,LSO,2330318,878.0085054737336,2793.8623116676263,4510.278929269608,3237.5210400032574,FALSE,TRUE
2023,Lithuania,LTU,2871897,27102.78152829715,51877.006519276976,81882.39075555824,46629.68761329596,FALSE,FALSE
2023,Luxembourg,LUX,668606,128259.40258328164,143341.47312464545,207871.5472324562,95617.00367339655,FALSE,FALSE
2023,Latvia,LVA,1881750,23184.31166801488,42501.02788204948,68193.72859642729,43750.46254705568,FALSE,FALSE
2023,"Macao SAR, China",MAC,704149,66835.06433419134,113183.16304569277,158655.96802797657,59358.74166559447,FALSE,TRUE
2023,St. Martin (French part),MAF,32077,NA,NA,NA,NA,FALSE,TRUE
2023,Morocco,MAR,37840044,3729.101721166445,9894.520103667664,15063.041205055484,8292.49641984907,FALSE,TRUE
2023,Monaco,MCO,36297,NA,NA,NA,NA,FALSE,TRUE
2023,Moldova,MDA,2486891,6650.647956542928,17384.376889622665,25456.962590038507,16271.449207924936,FALSE,TRUE
2023,Madagascar,MDG,30325732,528.6501547570064,1875.1136717039508,3240.5942465874973,2111.0807800449143,FALSE,TRUE
2023,Maldives,MDV,521021,12667.435669579538,24808.70776860664,33881.22758628904,20777.726554565856,FALSE,TRUE
2023,Mexico,MEX,128455567,13926.113619091417,25601.62554710969,37988.832243768426,19154.084049619458,FALSE,FALSE
2023,Marshall Islands,MHL,41996,6762.548814172778,7491.3861495598385,11835.83208821771,6206.25785649844,FALSE,TRUE
2023,North Macedonia,MKD,1811980,8146.467975477489,24872.74092998797,36074.80970443042,23448.22022646665,FALSE,TRUE
2023,Mali,MLI,23293698,897.4486702905696,2725.955859122974,5377.522083080455,3068.994220609525,FALSE,TRUE
2023,Malta,MLT,553214,37882.265185681674,62445.6814904198,92897.336011792,48163.80801569942,FALSE,FALSE
2023,Myanmar,MMR,54577997,1187.5670642346072,5905.243119688398,8612.130957999527,NA,FALSE,FALSE
2023,Montenegro,MNE,616177,12016.907421906026,31216.379786197307,47906.78882584202,32635.82137309604,FALSE,TRUE
2023,Mongolia,MNG,3447157,5764.802812760631,18108.00354966652,28788.18386482334,14501.40332032965,FALSE,TRUE
2023,Northern Mariana Islands,MNP,49796,NA,NA,NA,NA,FALSE,TRUE
2023,Mozambique,MOZ,33897354,608.4427075502559,1657.1097167513133,3060.9298408956224,1865.6428814155067,FALSE,TRUE
2023,Mauritania,MRT,4862989,2149.414087253354,6934.277927524451,12463.360660670616,8458.87325566422,FALSE,TRUE
2023,Mauritius,MUS,1261041,11416.858992993011,29498.470523874563,41733.59492616984,34934.208754952044,FALSE,TRUE
2023,Malawi,MWI,20931751,672.8697022225948,1867.673843727044,3370.4458842756576,2102.7047129904745,FALSE,TRUE
2023,Malaysia,MYS,34308525,11648.674157414343,37247.701100611586,53366.803472653766,26465.659288137882,FALSE,FALSE
2023,Namibia,NAM,2604172,4742.783826777456,12756.541632628834,21316.033715628804,14819.356703524496,FALSE,TRUE
2023,New Caledonia,NCL,267940,NA,NA,NA,NA,FALSE,TRUE
2023,Niger,NER,27202843,618.2872290431297,1817.3379529629972,3720.66530913642,2046.0693864116697,FALSE,TRUE
2023,Nigeria,NGA,223804632,1621.1235149774425,6318.15923280435,11645.98615563026,7500.215978148382,FALSE,TRUE
2023,Nicaragua,NIC,7046310,2530.2910720362433,8043.737114820764,12335.484607819571,6779.320181673024,FALSE,TRUE
2023,Netherlands,NLD,17879488,62536.73202981484,78215.06630386005,122352.16327246692,71348.1104603718,FALSE,FALSE
2023,Norway,NOR,5519594,87961.78061350709,104459.81192279451,161150.1988413761,101794.7260675605,FALSE,FALSE
2023,Nepal,NPL,30896590,1324.031984333724,5181.841674296484,7937.2629730562,4656.279519223816,FALSE,TRUE
2023,Nauru,NRU,12780,12060.078105910876,12670.553849225427,21628.112487391612,10503.2243549452,FALSE,TRUE
2023,New Zealand,NZL,5223100,48527.82892001799,54109.80099726848,83557.63071879763,42586.750528418044,FALSE,FALSE
2023,Oman,OMN,4644384,23295.32995921978,44421.19796003108,63285.563296851724,37698.98042806984,FALSE,TRUE
2023,Pakistan,PAK,240485658,1407.021350594953,6212.037594745214,10438.787383836478,8008.906597752177,FALSE,FALSE
2023,Panama,PAN,4468087,18661.767329060513,39695.081958469695,60918.99316059078,35085.06625650155,FALSE,TRUE
2023,Peru,PER,34352719,7789.870975140367,16717.383103694065,25427.668921506545,11109.101100179207,FALSE,FALSE
2023,Philippines,PHL,117337368,3725.551204880802,10755.498851539944,16703.97102568833,9337.811384032997,FALSE,FALSE
2023,Palau,PLW,18058,14565.33025346168,17490.75234163174,25471.613369773066,14317.851784155862,FALSE,TRUE
2023,Papua New Guinea,PNG,10329931,2994.453326918805,4607.381497065576,7335.608322809776,3850.4800033336946,FALSE,TRUE
2023,Poland,POL,36685849,22112.861574705985,49463.99116942476,74353.36761577171,43749.82247416163,FALSE,FALSE
2023,Puerto Rico,PRI,3205691,36779.059491385786,47699.561539833376,75327.74781996917,44534.291808394024,FALSE,TRUE
2023,"Korea, Dem. People's Rep.",PRK,26160821,NA,NA,NA,NA,FALSE,TRUE
2023,Portugal,PRT,10525347,27275.11155446913,48758.857022163545,76568.41944877691,45781.629027131814,FALSE,FALSE
2023,Paraguay,PRY,6861524,6260.455190996664,17465.860971039525,26892.983894707257,14271.48174168434,FALSE,TRUE
2023,West Bank and Gaza,PSE,5165775,3367.606990238638,5888.394311033543,10144.117439615695,NA,FALSE,TRUE
2023,French Polynesia,PYF,308872,NA,NA,NA,NA,FALSE,TRUE
2023,Qatar,QAT,2716391,NA,NA,NA,NA,FALSE,TRUE
2023,Romania,ROU,19056116,18419.41871206441,47903.34114864902,72911.21546507576,43181.60856289305,FALSE,FALSE
2023,Russian Federation,RUS,143826130,14054.619115701857,44861.87232982623,67699.23559722194,33719.766577267765,FALSE,FALSE
2023,Rwanda,RWA,14094683,1000.2189228143336,3361.105805655452,5729.503860571156,4056.0577828421224,FALSE,TRUE
2023,Saudi Arabia,SAU,36947025,28894.96335180789,54991.72318002383,77071.29068203509,46704.56533250124,FALSE,TRUE
2023,Sudan,SDN,48109006,2272.4856046440036,3137.16196008924,5629.982250895728,NA,FALSE,TRUE
2023,Senegal,SEN,17763163,1745.9720675414676,4833.032542809926,8672.660336705238,5895.640490245633,FALSE,TRUE
2023,Singapore,SGP,5917648,84734.25592060546,141500.22027735767,196037.45297735036,69253.44872326784,FALSE,FALSE
2023,Solomon Islands,SLB,740424,2203.179125899701,3034.8547515948567,5267.637393502,2388.3309771910162,FALSE,TRUE
2023,Sierra Leone,SLE,8791092,433.3741743300593,1846.6838573637951,3167.207499872702,2079.073315356542,FALSE,TRUE
2023,El Salvador,SLV,6364943,5344.214394378709,12542.3090140573,18829.875094934945,11024.864374636505,FALSE,TRUE
2023,San Marino,SMR,33642,NA,NA,NA,NA,FALSE,TRUE
2023,Somalia,SOM,18143378,643.75002880678,1611.2841690175003,3197.434555262989,1814.050578231043,FALSE,TRUE
2023,Serbia,SRB,6618026,11360.95951069662,27401.789074534157,42174.18603583901,26167.87534813611,FALSE,TRUE
2023,South Sudan,SSD,11088796,NA,NA,NA,NA,FALSE,TRUE
2023,Sao Tome and Principe,STP,231856,2601.7905465211466,6063.64509698688,10583.670824226792,7396.819954266383,FALSE,TRUE
2023,Suriname,SUR,623236,6069.028900838895,21047.182556835774,31697.235039235875,17607.90836712496,FALSE,TRUE
2023,Slovak Republic,SVK,5426740,24470.238537882964,44650.20283050745,66217.83813735475,45460.20222796764,FALSE,FALSE
2023,Slovenia,SVN,2120937,32163.51141524845,54947.47013723981,86369.84134206393,49298.23520536036,FALSE,FALSE
2023,Sweden,SWE,10536632,56305.250200767,70206.61163651146,112956.63128271377,72996.73980990102,FALSE,FALSE
2023,Eswatini,SWZ,1210822,3797.3012094616383,11740.815277329451,19053.106824611095,14309.70706879815,FALSE,TRUE
2023,Sint Maarten (Dutch part),SXM,41163,39432.63812473556,51527.1041702908,66136.89394953789,44784.342666672266,FALSE,TRUE
2023,Seychelles,SYC,119773,17879.23965450744,32693.64026228783,47714.27810029488,38566.565545174155,FALSE,TRUE
2023,Syrian Arab Republic,SYR,23227014,NA,NA,NA,NA,FALSE,TRUE
2023,Turks and Caicos Islands,TCA,46062,30438.41758819287,24819.558180439195,34081.757956933885,21659.41205570298,FALSE,TRUE
2023,Chad,TCD,18278568,719.3848751575233,1969.3031351807265,3888.7107137891344,2262.1490925377266,FALSE,TRUE
2023,Togo,TGO,9053799,1012.9738726321006,3155.320000384844,5518.085941345111,3552.3901874442936,FALSE,TRUE
2023,Thailand,THA,71801279,7171.808093189788,23422.924193257197,34036.68942617074,15331.97145351138,FALSE,FALSE
2023,Tajikistan,TJK,10143543,1188.9930381177269,5082.171802937298,8430.289417202386,5444.130688501318,FALSE,TRUE
2023,Turkmenistan,TKM,6516100,9190.671543417857,NA,NA,NA,FALSE,TRUE
2023,Timor-Leste,TLS,1360596,1648.6472902034182,5108.705038057021,8425.813945264907,4115.3507600647945,FALSE,TRUE
2023,Tonga,TON,107773,NA,NA,NA,NA,FALSE,TRUE
2023,Trinidad and Tobago,TTO,1534937,18332.964017605347,31572.1010218751,45588.81702098944,28236.886537789967,FALSE,TRUE
2023,Tunisia,TUN,12458223,3895.386638740798,13681.611089496471,20729.12177981048,11212.659343978507,FALSE,TRUE
2023,Turkiye,TUR,85326000,12985.753149796194,44151.024893186834,64846.86120251677,52545.04620150774,FALSE,FALSE
2023,Tuvalu,TUV,11396,5465.102806705616,5763.454913795542,9360.17275154824,4677.3521079600205,FALSE,TRUE
2023,Tanzania,TZA,67438106,1173.791659177439,3850.3620232317617,7158.631040029632,4696.91648984248,FALSE,TRUE
2023,Uganda,UGA,48582334,1014.2139777315556,3098.1110163348885,5752.854561990121,3487.981939295791,FALSE,TRUE
2023,Ukraine,UKR,37000000,4831.270848292135,16790.763892483352,26056.600013206757,NA,FALSE,TRUE
2023,Uruguay,URY,3423108,22564.532462068684,34061.51294967468,52026.8305892541,34753.25268983743,FALSE,FALSE
2023,United States,USA,334914895,81695.18707133047,81695.18707133016,126195.02570875145,71371.00039583172,FALSE,FALSE
2023,Uzbekistan,UZB,36412350,2496.107757580362,9724.734008080251,15081.477933648346,10113.754342498743,FALSE,TRUE
2023,St. Vincent and the Grenadines,VCT,103698,10279.49394359544,19875.689173992843,29521.86802212576,17494.39973638145,FALSE,TRUE
2023,"Venezuela, RB",VEN,28838499,NA,NA,NA,NA,FALSE,TRUE
2023,British Virgin Islands,VGB,31538,NA,NA,NA,NA,FALSE,TRUE
2023,Virgin Islands (U.S.),VIR,104917,NA,NA,NA,NA,FALSE,TRUE
2023,Viet Nam,VNM,98858950,4346.768492378212,15194.34278348445,22260.629232697833,10076.08311665282,FALSE,FALSE
2023,Vanuatu,VUT,334506,3367.0946387186773,3315.073447120769,5799.38475881524,2558.4475764291033,FALSE,TRUE
2023,Samoa,WSM,225681,4139.029587230001,6680.611385593249,11678.262599433549,5571.421093885867,FALSE,TRUE
2023,"Yemen, Rep.",YEM,34449825,NA,NA,NA,NA,FALSE,TRUE
2023,South Africa,ZAF,60414495,6253.161612720142,15847.42756045247,24066.3345403142,21739.792226677542,FALSE,FALSE
2023,Zambia,ZMB,20569737,1369.129364849366,4125.625555550827,7395.915331052069,5032.700454103724,FALSE,TRUE
2023,Zimbabwe,ZWE,16665409,1592.4165736854163,3899.8992334924874,6911.536638623771,4534.305949656719,FALSE,TRUE
