year,country,iso3c,pop,gdp_over_pop,gdp_ppp_over_pop,gdp_ppp_over_pop_adjusted_for_hours,estimated_using_past_value,estimated_using_model
2022,"Egypt, Arab Rep.",EGY,110990103,4295.407495610145,15090.990875225696,14683.680447453724,FALSE,FALSE
2022,Eritrea,ERI,3684032,NA,NA,NA,FALSE,FALSE
2022,Spain,ESP,47615034,29350.16852144808,45825.19563300868,51063.25415067653,FALSE,FALSE
2022,Estonia,EST,1344768,28332.629091798437,46697.35973604258,41894.69256473689,FALSE,FALSE
2022,Ethiopia,ETH,123379924,1027.5859182822485,2811.581744390392,3257.695164859625,FALSE,FALSE
2022,Finland,FIN,5556880,50536.62446705418,59026.70733521508,62570.44697277344,FALSE,FALSE
2022,Fiji,FJI,929766,5316.658385060435,14125.29574639006,11890.220138045664,FALSE,FALSE
2022,France,FRA,67935660,40963.83733704096,55492.56554675718,66281.17089251123,FALSE,FALSE
2022,Faroe Islands,FRO,53090,NA,NA,NA,FALSE,FALSE
2022,"Micronesia, Fed. Sts.",FSM,114164,3741.05776874774,3855.099601749063,3215.9666734791376,FALSE,FALSE
2022,Gabon,GAB,2388992,8820.347338100253,16470.58353503549,20540.650007923767,FALSE,FALSE
2022,United Kingdom,GBR,66971411,45850.42612226297,54602.544380157975,57535.67133053994,FALSE,FALSE
2022,Georgia,GEO,3712502,6627.706980377977,20113.377236756103,20398.56537998082,FALSE,FALSE
2022,Ghana,GHA,33475870,2175.8597696701117,6498.385726892236,8249.97629644704,FALSE,FALSE
2022,Gibraltar,GIB,32649,NA,NA,NA,FALSE,FALSE
2022,Guinea,GIN,13859341,1531.656475493943,3187.0193431665116,3692.7034133943507,FALSE,FALSE
2022,"Gambia, The",GMB,2705992,840.0101933560078,2509.8295115968303,2908.063932647197,FALSE,FALSE
2022,Guinea-Bissau,GNB,2105566,775.8289657346812,2190.43923388771,2537.9960285316183,FALSE,FALSE
2022,Equatorial Guinea,GNQ,1674908,7053.467084647695,17396.01797024302,21694.76970249581,FALSE,FALSE
2022,Greece,GRC,10566531,20732.052219053727,36834.871088570224,32726.536042852196,FALSE,FALSE
2022,Grenada,GRD,125438,10016.208686244918,16987.128419108085,16420.191154442517,FALSE,FALSE
2022,Greenland,GRL,56661,NA,NA,NA,FALSE,FALSE
2022,Guatemala,GTM,17357886,5473.208741041023,10818.171724244474,10210.139309407263,FALSE,FALSE
2022,Guam,GUM,171774,NA,NA,NA,FALSE,FALSE
2022,Guyana,GUY,808726,18989.79019883545,40641.787344848686,36251.412157591076,FALSE,FALSE
2022,"Hong Kong SAR, China",HKG,7346100,48983.62380121303,69049.43653938471,48829.189214189886,FALSE,FALSE
2022,Honduras,HND,10432860,3040.173079601816,6741.09694744697,6160.165364164232,FALSE,FALSE
2022,Croatia,HRV,3854000,18413.234682055707,40379.572435521535,38527.108259800225,FALSE,FALSE
2022,Haiti,HTI,11584996,1748.2571323472705,3305.075954755064,2960.329387634022,FALSE,FALSE
2022,Hungary,HUN,9683505,18463.208524969938,41906.6555658699,39271.085416631926,FALSE,FALSE
2022,Indonesia,IDN,275501339,4787.99930765135,14652.928275237638,11810.181423960788,FALSE,FALSE
2022,Isle of Man,IMN,84519,NA,NA,NA,FALSE,FALSE
2022,India,IND,1417173173,2388.621197767614,8379.062487360887,8552.281303671094,FALSE,FALSE
2022,Ireland,IRL,5086988,104038.94607629604,126905.1985344762,120677.5960738731,FALSE,FALSE
2022,"Iran, Islamic Rep.",IRN,88550570,4387.825715178717,18075.054973163584,16495.363381707244,FALSE,FALSE
2022,Iraq,IRQ,44496122,5937.1954660027,10861.82189376681,10423.951748470494,FALSE,FALSE
2022,Iceland,ISL,381900,72902.97995384996,69081.26166718801,68373.01440030844,FALSE,FALSE
2022,Israel,ISR,9550600,54659.75396431899,49509.12899351245,44001.87092973317,FALSE,FALSE
2022,Italy,ITA,58856847,34157.990122464085,51864.97773548216,55657.924842920045,FALSE,FALSE
2022,Jamaica,JAM,2827377,6047.216464309358,11821.584945589677,10385.892905562283,FALSE,FALSE
2022,Jordan,JOR,11285869,4204.505639676918,11003.124520579231,10069.205000174437,FALSE,FALSE
2022,Japan,JPN,125124989,33815.3172733799,45572.723822821274,40990.48887472849,FALSE,FALSE
2022,Kazakhstan,KAZ,19621972,11243.671225638584,30809.87942656778,28616.72283570525,FALSE,FALSE
2022,Kenya,KEN,54027487,2099.3019382669604,5763.910091934408,7317.528326539013,FALSE,FALSE
2022,Kyrgyz Republic,KGZ,6803300,1606.6680750871049,6132.514721387047,6980.680629583711,FALSE,FALSE
2022,Cambodia,KHM,16767842,1786.560818585242,5349.463793918555,3220.5351904085314,FALSE,FALSE
2022,Kiribati,KIR,131232,1701.9701230523349,2364.7265626846574,1885.5783229762833,FALSE,FALSE
2022,St. Kitts and Nevis,KNA,47657,20176.74757662587,34051.88202916948,31333.361354659923,FALSE,FALSE
2022,"Korea, Rep.",KOR,51628117,32254.624715345708,50069.82338779739,38306.14435514031,FALSE,FALSE
2022,Kuwait,KWT,4268873,43233.48909389832,58056.232689447075,51991.74722984266,FALSE,FALSE
2022,Lao PDR,LAO,7529475,2088.377182106123,9384.26569540426,6369.280880912105,FALSE,FALSE
2022,Lebanon,LBN,5489739,NA,NA,NA,FALSE,FALSE
2022,Liberia,LBR,5302681,754.5328768598375,1724.9978549878824,1998.703108241185,FALSE,FALSE
2022,Libya,LBY,6812341,6716.095984623288,23374.98899836356,22570.189536929483,FALSE,FALSE
2022,St. Lucia,LCA,179857,11481.496719925051,17755.96518176924,16138.300867583805,FALSE,FALSE
2022,Liechtenstein,LIE,39327,NA,NA,NA,FALSE,FALSE
2022,Sri Lanka,LKA,22181000,3354.3834075756504,14405.415954705288,15412.570289888039,FALSE,FALSE
2022,Lesotho,LSO,2305825,1107.3952979082108,2694.546615619763,3122.0900828179974,FALSE,FALSE
2022,Lithuania,LTU,2833000,24826.79103719721,48396.69354498835,45841.14210868393,FALSE,FALSE
2022,Luxembourg,LUX,650774,126426.0899343222,142213.85168524634,98636.92268522992,FALSE,FALSE
2022,Latvia,LVA,1883379,21851.10520126963,39956.190477015254,43976.18126165953,FALSE,FALSE
2022,"Macao SAR, China",MAC,695168,31617.501899715466,55344.47879199862,37569.42164757481,FALSE,FALSE
2022,St. Martin (French part),MAF,31791,NA,NA,NA,FALSE,FALSE
2022,Morocco,MAR,37457971,3582.190497445684,9665.073841604182,9092.142671672871,FALSE,FALSE
2022,Monaco,MCO,36469,NA,NA,NA,FALSE,FALSE
2022,Moldova,MDA,2592477,5562.613625346686,15238.148210020572,14659.086723482675,FALSE,FALSE
2022,Madagascar,MDG,29611714,505.0355276431246,1774.068708960832,2055.560030164994,FALSE,FALSE
2022,Maldives,MDV,523787,11817.52393288031,24771.722939970063,22669.56076568646,FALSE,FALSE
2022,Mexico,MEX,127504125,11091.305430253728,21512.269544509873,17065.766853488898,FALSE,FALSE
2022,Marshall Islands,MHL,41569,6727.7995621737355,7227.8589357310975,6365.373800275797,FALSE,FALSE
2022,North Macedonia,MKD,2057679,6591.4712922902945,20161.750909616076,19404.889047076187,FALSE,FALSE
2022,Mali,MLI,22593590,833.297255208973,2517.147262973985,2916.542790971898,FALSE,FALSE
2022,Malta,MLT,523417,33940.94959612909,55927.8593837575,46080.908116364284,FALSE,FALSE
2022,Myanmar,MMR,54179306,1095.7017895458534,4870.021499044082,NA,FALSE,TRUE
2022,Montenegro,MNE,616159,9893.515906931962,26984.06889978869,27793.076444025723,FALSE,FALSE
2022,Mongolia,MNG,3398366,4946.754811257234,14230.233554319197,12477.019370942251,FALSE,FALSE
2022,Northern Mariana Islands,MNP,49551,NA,NA,NA,FALSE,FALSE
2022,Mozambique,MOZ,32969518,541.4544254992293,1467.7697663868971,1700.6606621435697,FALSE,FALSE
2022,Mauritania,MRT,4736139,2190.700205470342,6424.116894658328,8155.688863960701,FALSE,FALSE
2022,Mauritius,MUS,1262523,10216.294744041496,26905.91861909161,31815.028052260142,FALSE,FALSE
2022,Malawi,MWI,20405317,645.1586920671853,1732.0303433445804,2006.8514408878368,FALSE,FALSE
2022,Malaysia,MYS,33938221,11971.927599153503,33433.61739829203,25377.044239243136,FALSE,FALSE
2022,Namibia,NAM,2567012,4911.327635377629,11205.706083311688,14020.29399395686,FALSE,FALSE
2022,New Caledonia,NCL,276780,NA,NA,NA,FALSE,FALSE
2022,Niger,NER,26207977,533.0287638195119,1505.2426756799237,1744.0793945566243,FALSE,FALSE
2022,Nigeria,NGA,218541212,2184.421493168277,5860.293736014926,7439.891450620558,FALSE,FALSE
2022,Nicaragua,NIC,6948392,2255.425986036942,6874.811829398802,6331.5793991445935,FALSE,FALSE
2022,Netherlands,NLD,17703090,55985.40342557074,69577.40457967733,67131.8640897646,FALSE,FALSE
2022,Norway,NOR,5457127,106148.77862771804,114898.7598855691,118255.87659810104,FALSE,FALSE
2022,Nepal,NPL,30547580,1336.54604726414,4725.041244051803,4778.610536312834,FALSE,FALSE
2022,Nauru,NRU,12668,11913.657329038364,13117.994361118252,11653.966558013117,FALSE,FALSE
2022,New Zealand,NZL,5124100,48249.26401500107,51966.862577762535,42863.6100636252,FALSE,FALSE
2022,Oman,OMN,4576298,25056.794860837737,41724.33879621148,36950.49077490794,FALSE,FALSE
2022,Pakistan,PAK,235824862,1596.662661492362,6437.162662756651,8865.598553323936,FALSE,FALSE
2022,Panama,PAN,4408581,17357.62862939848,39279.67537659895,35908.82493678891,FALSE,FALSE
2022,Peru,PER,34049588,7125.829235092889,15047.518327203725,10681.934975227952,FALSE,FALSE
2022,Philippines,PHL,115559009,3498.5098159825257,10133.195894312748,9397.9991728261175,FALSE,FALSE
2022,Palau,PLW,18055,NA,NA,NA,FALSE,FALSE
2022,Papua New Guinea,PNG,10142619,3020.2696458016417,4446.617938329193,3994.0515793111663,FALSE,FALSE
2022,Poland,POL,37561599,18321.280889953247,43268.54371260313,41858.08352383063,FALSE,FALSE
2022,Puerto Rico,PRI,3221789,35208.637188841356,40497.576835741886,39797.709579977,FALSE,FALSE
2022,"Korea, Dem. People's Rep.",PRK,26069416,NA,NA,NA,FALSE,FALSE
2022,Portugal,PRT,10379007,24274.51658230773,41451.61486569467,40998.973838921724,FALSE,FALSE
2022,Paraguay,PRY,6780744,6153.055676791028,15977.311653622522,14339.31419750939,FALSE,FALSE
2022,West Bank and Gaza,PSE,5043612,3789.327965751529,6756.78328459017,NA,FALSE,TRUE
2022,French Polynesia,PYF,306279,NA,NA,NA,FALSE,FALSE
2022,Qatar,QAT,2695122,88046.32041558898,114648.03155038324,88328.48203759191,FALSE,FALSE
2022,Romania,ROU,18956666,15892.118525698825,41887.92190207339,40125.810816872574,FALSE,FALSE
2022,Russian Federation,RUS,143555736,15606.638235362954,37106.52581496598,29738.1973422074,FALSE,FALSE
2022,Rwanda,RWA,13776698,966.3271101125684,2792.421625166763,3235.494911255943,FALSE,FALSE
2022,Saudi Arabia,SAU,36408820,30436.27830340258,59065.00464086669,52362.168619780605,FALSE,FALSE
2022,Sudan,SDN,46874204,1102.1465404562923,4216.025142863609,NA,FALSE,TRUE
2022,Senegal,SEN,17316449,1598.735990530778,4208.9649787978815,5343.459555495554,FALSE,FALSE
2022,Singapore,SGP,5637022,82807.64908347634,127564.55657377584,66694.30299791248,FALSE,FALSE
2022,Solomon Islands,SLB,724273,2203.189659581028,2654.0911102173213,2116.3109272762044,FALSE,FALSE
2022,Sierra Leone,SLE,8605718,461.3611382942585,1931.067330780337,2237.4696090742564,FALSE,FALSE
2022,El Salvador,SLV,6336392,5127.321668230122,11096.213201186512,9841.420969176044,FALSE,FALSE
2022,San Marino,SMR,33660,NA,NA,NA,FALSE,FALSE
2022,Somalia,SOM,17597511,461.7758500051513,1364.1016905878166,1580.5435821565568,FALSE,FALSE
2022,Serbia,SRB,6760087,9393.628906299104,23911.20122000087,24452.68011372175,FALSE,FALSE
2022,South Sudan,SSD,10913164,NA,NA,NA,FALSE,FALSE
2022,Sao Tome and Principe,STP,227380,2404.2586931448413,4738.191722009808,6015.335352107013,FALSE,FALSE
2022,Suriname,SUR,618040,5858.286059511908,17619.80293439567,15844.223447739225,FALSE,FALSE
2022,Slovak Republic,SVK,5431752,21258.1141354655,37459.47384406873,40779.78609842901,FALSE,FALSE
2022,Slovenia,SVN,2108732,29457.40284439004,50031.65618405089,47675.64697158543,FALSE,FALSE
2022,Sweden,SWE,10486941,55873.22081089766,64578.396332542725,71389.46775533246,FALSE,FALSE
2022,Eswatini,SWZ,1201670,4039.518036044738,10782.151372380604,13490.353129398309,FALSE,FALSE
2022,Sint Maarten (Dutch part),SXM,43389,36220.3380075609,41811.802156281774,38431.209100879496,FALSE,FALSE
2022,Seychelles,SYC,100060,15874.540067510592,35227.81790143704,41563.58229106296,FALSE,FALSE
2022,Syrian Arab Republic,SYR,22125249,NA,NA,NA,FALSE,FALSE
2022,Turks and Caicos Islands,TCA,45703,24917.595805526988,22914.81194368072,21412.514758740366,FALSE,FALSE
2022,Chad,TCD,17723315,716.8043812366535,1668.0229613143872,1932.6880133541679,FALSE,FALSE
2022,Togo,TGO,8848699,918.376755793481,2607.9276807689585,3021.7273294277566,FALSE,FALSE
2022,Thailand,THA,71697030,6908.802119295429,20671.68492016559,14454.637038693718,FALSE,FALSE
2022,Tajikistan,TJK,9952787,1054.1894835881749,4885.125700596868,5690.280252608886,FALSE,FALSE
2022,Turkmenistan,TKM,6430770,NA,NA,NA,FALSE,FALSE
2022,Timor-Leste,TLS,1341296,2358.4090544008036,4828.325470361024,4253.605462117473,FALSE,FALSE
2022,Tonga,TON,106858,NA,NA,NA,FALSE,FALSE
2022,Trinidad and Tobago,TTO,1531044,18222.260325221745,27778.180602942302,25560.518794861593,FALSE,FALSE
2022,Tunisia,TUN,12356117,3776.667779340152,12489.718068174168,12359.972152165565,FALSE,FALSE
2022,Turkiye,TUR,85341241,10616.06104481334,37273.69976060484,47689.389681619854,FALSE,FALSE
2022,Tuvalu,TUV,11312,5334.988604915426,5421.252775057204,4503.542020829047,FALSE,FALSE
2022,Tanzania,TZA,65497748,1155.906750510654,3002.0949784867717,3478.4371165371185,FALSE,FALSE
2022,Uganda,UGA,47249585,964.224385224431,2693.815286302387,3121.24271354414,FALSE,FALSE
2022,Ukraine,UKR,38000000,4223.756295686762,11804.259444169238,NA,FALSE,TRUE
2022,Uruguay,URY,3422794,20795.042353555345,28841.98570023609,31436.276905969607,FALSE,FALSE
2022,United States,USA,333287557,76398.59174220536,76398.59174220567,70952.83094201966,FALSE,FALSE
2022,Uzbekistan,UZB,35648100,2255.151154893641,9532.511865089387,10475.23637666406,FALSE,FALSE
2022,St. Vincent and the Grenadines,VCT,103948,9125.317496501886,17206.786900094856,16557.593069355637,FALSE,FALSE
2022,"Venezuela, RB",VEN,28301696,NA,NA,NA,FALSE,FALSE
2022,British Virgin Islands,VGB,31305,NA,NA,NA,FALSE,FALSE
2022,Virgin Islands (U.S.),VIR,105413,NA,NA,NA,FALSE,FALSE
2022,Vietnam,VNM,98186856,4163.514300409303,13456.551425401074,9532.74600870706,FALSE,FALSE
2022,Vanuatu,VUT,326740,3010.29217286159,3289.479668067454,2734.2931835514673,FALSE,FALSE
2022,Samoa,WSM,222382,3743.2056792921912,6041.156661441483,5320.52648501265,FALSE,FALSE
2022,"Yemen, Rep.",YEM,33696614,NA,NA,NA,FALSE,FALSE
2022,South Africa,ZAF,59893885,6776.4800774293235,15904.848362637036,23106.911788521295,FALSE,FALSE
2022,Zambia,ZMB,20017675,1487.9077643102455,3894.310258623462,4937.794005683531,FALSE,FALSE
2022,Zimbabwe,ZWE,16320537,1266.99603069032,2530.6459867174467,2932.1833559878673,FALSE,FALSE
