year,country,economist_style_country_name,iso3c,pop,gdp_over_pop,gdp_ppp_over_pop,gdp_ppp_over_population_15_to_65,gdp_ppp_over_pop_adjusted_for_hours,estimated_using_past_value,estimated_using_model
2024,"Hong Kong SAR, China",Hong Kong,HKG,7524100,54107.03452174598,75215.74627805597,112556.2495193342,57758.49959691265,FALSE,FALSE
2024,Honduras,Honduras,HND,10825703,3426.4348332892287,7486.018696164452,11523.852929128205,7957.255599620933,FALSE,TRUE
2024,Croatia,Croatia,HRV,3866300,23931.452838274578,48575.21360829992,77239.58364985,45536.44425439471,FALSE,FALSE
2024,Haiti,Haiti,HTI,11772557,2142.623305267887,3183.4590903340372,4965.919077861786,2905.2015226345443,FALSE,TRUE
2024,Hungary,Hungary,HUN,9562314,23310.75127339575,47635.89552992225,73733.59149459084,49096.72624810005,FALSE,FALSE
2024,Indonesia,Indonesia,IDN,283487931,4925.430487518603,16448.27551795586,24148.298024956464,14395.948270338526,FALSE,FALSE
2024,India,India,IND,1450935791,2696.663899844628,11158.880923075596,16354.901924197102,12367.87113006658,FALSE,FALSE
2024,Ireland,Ireland,IRL,5380257,107316.33730692085,131175.1068541488,200107.11614986064,133414.22229385766,FALSE,FALSE
2024,"Iran, Islamic Rep.",Iran,IRN,91567738,4771.400290262265,18441.557752160483,26603.35739275454,18260.197329937037,FALSE,TRUE
2024,Iraq,Iraq,IRQ,46042015,6073.610323427091,14464.318692817287,24105.484926921727,17160.756321214278,FALSE,TRUE
2024,Iceland,Iceland,ISL,404610,82703.85799374706,78258.7592507889,117520.14972131408,84802.80572411366,FALSE,FALSE
2024,Israel,Israel,ISR,9974400,54176.68443833023,55690.73910309854,92759.0778074649,54526.67668767288,FALSE,FALSE
2024,Italy,Italy,ITA,58986023,40226.04724161723,60846.98302702794,95847.80333735287,67985.49155349926,FALSE,FALSE
2024,Jamaica,Jamaica,JAM,2839175,7019.746347804556,11662.344683736685,15956.573339679113,10983.164098283693,FALSE,TRUE
2024,Jordan,Jordan,JOR,11552876,4618.095924985674,10821.490976531732,16697.667441272708,10912.269281562849,FALSE,TRUE
2024,Japan,Japan,JPN,123975371,32475.89249921914,51685.038752550936,87924.95487676325,47478.220779952775,FALSE,FALSE
2024,Kazakhstan,Kazakhstan,KAZ,20592571,14005.34873623449,40813.04428047061,65855.65417214467,44529.05524217873,FALSE,TRUE
2024,Kenya,Kenya,KEN,56432944,2206.134978517601,6619.358574489929,10996.018876306627,8196.384900567311,FALSE,TRUE
2024,Kyrgyz Republic,Kyrgyzstan,KGZ,7224614,2419.265535745232,8009.409194456922,12923.29997322253,8765.41332141773,FALSE,TRUE
2024,Cambodia,Cambodia,KHM,17638801,2627.8796974226025,7969.933610774055,12444.6306239074,5210.270370984693,FALSE,FALSE
2024,Kiribati,Kiribati,KIR,134518,2288.63458265531,3702.326009799848,6062.514335977991,3202.7812774721606,FALSE,TRUE
2024,St. Kitts and Nevis,Saint Kitts and Nevis,KNA,46843,22771.416892203317,35544.80753870204,50357.65241759678,35677.75837083701,FALSE,TRUE
2024,"Korea, Rep.",South Korea,KOR,51751065,33427.732989541255,52686.83796384733,75097.0193983246,44041.52581939319,FALSE,FALSE
2024,Kuwait,Kuwait,KWT,4973861,32213.862229231578,51635.959810722496,65630.85809452599,55320.739136078795,FALSE,TRUE
2024,Lao PDR,Laos,LAO,7769819,2123.9790941179713,9787.850984043656,15026.837051222385,9456.188700409844,FALSE,TRUE
2024,Lebanon,Lebanon,LBN,5805962,NA,NA,NA,NA,FALSE,TRUE
2024,Liberia,Liberia,LBR,5612817,846.2773683873891,1884.913142911162,3297.29648601261,2097.346621417502,FALSE,TRUE
2024,Libya,Libya,LBY,7381023,6318.403140310172,13953.798028331845,20651.37139724874,14060.610188375986,FALSE,TRUE
2024,St. Lucia,Saint Lucia,LCA,179744,14181.630335159782,27567.32807798391,37843.09872724394,26504.32970036093,FALSE,TRUE
2024,Liechtenstein,Liechtenstein,LIE,40197,NA,NA,NA,NA,FALSE,TRUE
2024,Sri Lanka,Sri Lanka,LKA,21916000,4515.567873227318,15632.592484984803,23734.01475142484,18162.182442937137,FALSE,FALSE
2024,Lesotho,Lesotho,LSO,2337423,971.8146204687896,2998.470395042532,4865.725830289547,3655.4121253145568,FALSE,TRUE
2024,Lithuania,Lithuania,LTU,2888055,29386.28783501866,54413.964068281246,83549.860997321,47741.68081282717,FALSE,FALSE
2024,Luxembourg,Luxembourg,LUX,677717,137516.58732436664,150772.3588422778,219316.75212921065,115110.32642645412,FALSE,FALSE
2024,Latvia,Latvia,LVA,1862441,23367.598678896084,43866.95926904986,69795.33171132492,41611.41921550801,FALSE,FALSE
2024,"Macao SAR, China",Macau,MAC,687000,73046.889026708,128267.62341957046,178592.4920690069,78042.85845521536,FALSE,TRUE
2024,Morocco,Morocco,MAR,38081173,4055.3109136830426,10464.849959351752,15801.142675430718,10438.677970387558,FALSE,TRUE
2024,Monaco,Monaco,MCO,38631,NA,NA,NA,NA,FALSE,TRUE
2024,Moldova,Moldova,MDA,2389275,7617.516130898159,18716.513394239464,29244.66692826738,18593.64609348315,FALSE,TRUE
2024,Madagascar,Madagascar,MDG,31964956,544.9973026931274,1883.5374311331916,3284.9727669286563,2095.793089918964,FALSE,TRUE
2024,Maldives,Maldives,MDV,527799,13215.5353637008,26542.706540429404,35031.70527038467,26917.42465860394,FALSE,TRUE
2024,Mexico,Mexico,MEX,130861007,14157.944583584858,25688.09649604454,38202.49327786028,22306.456490994777,FALSE,FALSE
2024,Marshall Islands,Marshall Islands,MHL,37548,7466.651865074092,8198.12563302959,13464.993712829488,8021.160242638151,FALSE,TRUE
2024,North Macedonia,North Macedonia,MKD,1792179,9310.02790015255,26587.03258725886,40807.40143245187,30767.021075927893,FALSE,TRUE
2024,Mali,Mali,MLI,24478595,1086.1762176779018,3308.6694887044086,6427.883310746282,4070.499886102967,FALSE,TRUE
2024,Malta,Malta,MLT,574346,42347.30738601732,67364.18250742462,100909.32005208246,62320.03029216629,FALSE,FALSE
2024,Myanmar,Myanmar,MMR,54500091,1359.2596139413529,5997.465163237159,8768.859332194126,NA,FALSE,FALSE
2024,Montenegro,Montenegro,MNE,623831,12935.452271212636,33379.643255592615,52122.25094811518,36704.13928921519,FALSE,TRUE
2024,Mongolia,Mongolia,MNG,3524788,6691.482098342282,19097.731418639534,30473.946471263327,16849.078966180587,FALSE,TRUE
2024,Mozambique,Mozambique,MOZ,34631766,647.2857995020698,1699.705034051446,3221.141312123599,1891.0147427542931,FALSE,TRUE
2024,Mauritania,Mauritania,MRT,5169395,2082.7837442371306,7271.340404772067,13450.408442774407,9262.950917935952,FALSE,TRUE
2024,Mauritius,Mauritius,MUS,1259509,11871.73367943802,31050.933959114067,43328.95428222733,32494.534317421407,FALSE,TRUE
2024,Malawi,Malawi,MWI,21655286,508.3712735317095,1859.447960677684,3278.96795381435,2068.737478905106,FALSE,TRUE
2024,Malaysia,Malaysia,MYS,35557673,11867.25864354425,38728.943032938914,54953.56845953432,31921.337001391792,FALSE,FALSE
2024,Namibia,Namibia,NAM,3030131,4413.127441864593,11686.60206247753,19691.88428087239,14759.88130063048,FALSE,TRUE
2024,Niger,Niger,NER,27032412,722.7486503262566,2015.022820760471,3966.221148285522,2242.0955559338636,FALSE,TRUE
2024,Nigeria,Nigeria,NGA,232679478,806.9456950552425,6439.812921585031,11512.51631284622,7985.964552718243,FALSE,TRUE
2024,Nicaragua,Nicaragua,NIC,6916140,2847.5396633949863,8708.799830516256,13253.883353741496,8152.885522929411,FALSE,TRUE
2024,Netherlands,Netherlands,NLD,17994237,68218.72610194086,84218.45864350958,130615.24344983276,87116.74597787851,FALSE,FALSE
2024,Norway,Norway,NOR,5572272,86809.72468974307,101031.58751681756,155371.04558931573,114803.78376780907,FALSE,FALSE
2024,Nepal,Nepal,NPL,29651054,1447.31004458428,5736.6213433270195,8816.432953216377,6274.828684927049,FALSE,TRUE
2024,Nauru,Nauru,NRU,11947,13421.8330584638,14326.802315162218,24131.158502642465,14921.202810744471,FALSE,TRUE
2024,New Zealand,New Zealand,NZL,5338500,48747.01368530411,55093.53607621336,85171.29638083694,50813.202770369055,FALSE,FALSE
2024,Oman,Oman,OMN,5281538,20248.41681246069,41664.17949990154,57356.22618444489,45491.55129298944,FALSE,TRUE
2024,Pakistan,Pakistan,PAK,251269164,1484.7498586477527,6286.979926899784,10649.681429719443,9402.501515149248,FALSE,FALSE
2024,Panama,Panama,PAN,4515577,19102.852193639927,41404.76243462176,62971.132461607485,41864.84386467387,FALSE,TRUE
2024,Peru,Peru,PER,34217848,8452.371670475975,17802.418249897157,26649.739645383503,13723.08676211817,FALSE,FALSE
2024,Philippines,Philippines,PHL,115843670,3984.8315387656057,11794.137548849152,17698.28602451572,11877.988826011597,FALSE,FALSE
2024,Palau,Palau,PLW,17695,16836.08356597909,18564.51096970601,26364.287448551193,17328.656442243617,FALSE,TRUE
2024,Papua New Guinea,Papua New Guinea,PNG,10576502,3076.487861865842,4888.55483136173,7752.734766999805,4793.836897182473,FALSE,TRUE
2024,Poland,Poland,POL,36554707,25022.671644595343,50378.064184925344,77444.17008890945,45338.86188889518,FALSE,FALSE
2024,Puerto Rico (US),Puerto Rico,PRI,3203295,39285.017458585615,50155.541024833496,78795.69009787434,50334.6562521498,FALSE,TRUE
2024,"Korea, Dem. People's Rep.",North Korea,PRK,26498823,NA,NA,NA,NA,FALSE,TRUE
2024,Portugal,Portugal,PRT,10701636,28844.497924679927,50616.59308937063,80769.5279832592,47532.997688761454,FALSE,FALSE
2024,Paraguay,Paraguay,PRY,6929153,6416.097090029171,18523.681015300423,28553.134304984287,19096.51645650344,FALSE,TRUE
2024,West Bank and Gaza,Palestinian Territories,PSE,5289152,2592.30591217647,4371.111358572641,7521.465256647295,NA,FALSE,TRUE
2024,Qatar,Qatar,QAT,2857822,76275.90767828333,126110.10880158842,151477.36283115076,111368.91851563322,FALSE,TRUE
2024,Romania,Romania,ROU,19069340,20072.4079244042,48712.17306220498,75753.84213277402,50445.931261345475,FALSE,FALSE
2024,Russian Federation,Russia,RUS,143533851,15145.108917001467,48220.32742786335,73569.19440224765,39853.12314246175,FALSE,FALSE
2024,Rwanda,Rwanda,RWA,14256567,999.6545614026996,3710.860404345955,6320.324395157552,4540.566092036131,FALSE,TRUE
2024,Saudi Arabia,Saudi Arabia,SAU,35300280,35057.22523069703,71243.4311791405,97286.45615023644,77213.46781458175,FALSE,TRUE
2024,Sudan,Sudan,SDN,50448963,989.3128433521932,2127.4003185640704,3783.5964046918502,NA,FALSE,TRUE
2024,Senegal,Senegal,SEN,18501984,1743.988883843592,5110.3996980034135,8780.769102890768,6298.043689122876,FALSE,TRUE
2024,Singapore,Singapore,SGP,6036860,90674.06663262803,150689.30162582552,201840.4840435984,85551.7494007611,FALSE,FALSE
2024,Solomon Islands,Solomon Islands,SLB,819198,2149.379572673041,2872.478761938591,4836.5743735665155,2744.049347011739,FALSE,TRUE
2024,Sierra Leone,Sierra Leone,SLE,8642022,873.3885751823184,3515.5627125888827,5992.241711257278,4332.622759388107,FALSE,TRUE
2024,El Salvador,El Salvador,SLV,6338193,5579.659691650286,13264.027090968026,19783.690922415022,12152.457031432768,FALSE,TRUE
2024,San Marino,San Marino,SMR,33977,NA,NA,NA,NA,FALSE,TRUE
2024,Somalia,Somalia,SOM,19009151,636.9834775892726,1600.7636211426434,3150.167931438449,1781.1535254523835,FALSE,TRUE
2024,Serbia,Serbia,SRB,6587202,13523.724682685366,31867.238961750376,50580.56981909483,32020.93219633658,FALSE,TRUE
2024,South Sudan,South Sudan,SSD,11943408,NA,NA,NA,NA,FALSE,TRUE
2024,Sao Tome and Principe,São Tomé and Príncipe,STP,235536,3244.828997414591,6229.508332987866,10690.51711999002,7664.398658514687,FALSE,TRUE
2024,Suriname,Suriname,SUR,634431,7430.702191764432,22066.73207233206,33202.22765018083,22194.889497616125,FALSE,TRUE
2024,Slovak Republic,Slovakia,SVK,5422069,26147.90284301325,47180.84876628829,71811.02985771571,55415.92656619377,FALSE,FALSE
2024,Slovenia,Slovenia,SVN,2126324,34089.35276527782,56530.62968250652,89006.79801865848,58350.43244439983,FALSE,FALSE
2024,Sweden,Sweden,SWE,10569709,57723.23450315321,71030.46017180927,114073.18438506822,74657.65273409555,FALSE,FALSE
2024,Eswatini,Eswatini,SWZ,1242822,3936.10969242371,11784.280063730848,18889.373642365324,14063.73775714668,FALSE,TRUE
2024,Seychelles,Seychelles,SYC,121354,17858.82263839783,33238.58003437538,46481.15512205105,34199.73079957885,FALSE,TRUE
2024,Syrian Arab Republic,Syria,SYR,24672760,NA,NA,NA,NA,FALSE,TRUE
2024,Chad,Chad,TCD,20299123,1016.088806627124,2961.9319239201022,5714.1725242679995,3642.1937071281927,FALSE,TRUE
2024,Togo,Togo,TGO,9515236,1043.140928897648,3239.0914373753526,5656.739971718007,3984.9012939869895,FALSE,TRUE
2024,Thailand,Thailand,THA,71668011,7345.135690003773,24708.24393720875,35354.177492610586,18761.214739376628,FALSE,FALSE
2024,Tajikistan,Tajikistan,TJK,10590927,1341.2022902767246,5405.980116191387,9026.978256018252,6227.768576271953,FALSE,TRUE
2024,Turkmenistan,Turkmenistan,TKM,7494498,8571.607029494317,20407.800951963294,31905.686052581324,22564.343484209105,FALSE,TRUE
2024,Timor-Leste,Timor-Leste,TLS,1400638,1343.1488603184405,4758.392020054661,7792.481423930904,4652.06838102124,FALSE,TRUE
2024,Tonga,Tonga,TON,104175,5015.319941671656,8097.459097264245,13989.731026858311,6941.541779790292,FALSE,TRUE
2024,Trinidad and Tobago,Trinidad and Tobago,TTO,1368333,19314.71634326637,36021.125958023156,51560.873683509875,36112.620454270334,FALSE,TRUE
2024,Tunisia,Tunisia,TUN,12277109,4350.371797187498,14451.25449777476,21753.64341261471,13653.58502571206,FALSE,TRUE
2024,Turkiye,Turkey,TUR,85518661,15473.287263685525,43932.082220300545,64353.40484824955,61036.38581040874,FALSE,FALSE
2024,Tuvalu,Tuvalu,TUV,9646,6637.379256645581,6434.678799852501,10655.607159378063,6236.425280673953,FALSE,TRUE
2024,Tanzania,Tanzania,TZA,68560157,1149.0619089058066,4090.216975801631,7516.171153800796,5050.791139369743,FALSE,TRUE
2024,Uganda,Uganda,UGA,50015092,1072.7136983769535,3275.763160088699,6036.223836443013,4030.065203187286,FALSE,TRUE
2024,Ukraine,Ukraine,UKR,37860221,5038.038835841317,17340.83269529763,25824.40314197102,NA,FALSE,TRUE
2024,Uruguay,Uruguay,URY,3386588,23906.51330294081,36417.874162495995,55462.76812307933,43103.07948776905,FALSE,FALSE
2024,United States,United States,USA,340110988,85809.90038463562,85809.90038463591,132531.71167491938,87550.2197532848,FALSE,FALSE
2024,Uzbekistan,Uzbekistan,UZB,36361859,3161.70010632875,11878.55287068483,18845.256328239146,14580.03439382582,FALSE,TRUE
2024,St. Vincent and the Grenadines,Saint Vincent and the Grenadines,VCT,100616,11501.226518718791,21272.080067366223,31836.136311087776,21466.0755976491,FALSE,TRUE
2024,"Venezuela, RB",Venezuela,VEN,28405543,NA,NA,NA,NA,FALSE,TRUE
2024,Viet Nam,Vietnam,VNM,100987686,4717.290287324487,16385.506556545814,24192.815540792417,12604.681564809574,FALSE,FALSE
2024,Vanuatu,Vanuatu,VUT,327777,3542.8107159287565,3602.407270094882,6277.038401430477,3723.1547081593567,FALSE,TRUE
2024,Samoa,Samoa,WSM,218019,4898.7714081767645,7837.292434414248,14081.974808044964,8092.339384379367,FALSE,TRUE
2024,"Yemen, Rep.",Yemen,YEM,40583164,NA,NA,NA,NA,FALSE,TRUE
2024,South Africa,South Africa,ZAF,64007187,6253.371581945431,15457.48914495183,22925.22123554614,18985.695863849473,FALSE,FALSE
2024,Zambia,Zambia,ZMB,21314956,1235.0846648251395,4223.9502075245755,7463.349679723347,5215.931185930023,FALSE,TRUE
2024,Zimbabwe,Zimbabwe,ZWE,16634373,2656.409376543324,3921.697956482772,7062.994168951944,4851.640210833141,FALSE,TRUE
